StationEvent,SampleEvent,Date,Time,Type,Depth,Cast,FlowmeterStart,FlowmeterEnd,Temp,Salinity,DO,Comments,TowTime,DateTimeStamp
2459,3804,"04/23/18 00:00:00","12/30/99 13:57:00","CTD",87.0,62,,,,,,,,
2459,3805,"04/23/18 00:00:00","12/30/99 14:02:00","ZOOPLANKTON",50.0,,8964941,8966573,,,,,98,
2459,3806,"04/23/18 00:00:00","12/30/99 13:54:00","PHYTOPLANKTON",0.0,,,,,,,,,
2459,3807,"04/23/18 00:00:00","12/30/99 14:00:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2460,3808,"04/23/18 00:00:00","12/30/99 14:19:00","CTD",77.0,63,,,,,,,,
2461,3809,"04/23/18 00:00:00","12/30/99 14:27:00","CTD",61.0,64,,,,,,,,
2462,3810,"04/23/18 00:00:00","12/30/99 14:35:00","CTD",34.0,65,,,,,,,,
2462,3811,"04/23/18 00:00:00","12/30/99 14:46:00","ZOOPLANKTON",30.0,,8968200,8969861,,,,,52,
2462,3812,"04/23/18 00:00:00","12/30/99 14:35:00","PHYTOPLANKTON",0.0,,,,,,,,,
2462,3813,"04/23/18 00:00:00","12/30/99 14:43:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2463,3814,"04/23/18 00:00:00","12/30/99 15:01:00","CTD",27.0,66,,,,,,,,
2464,3815,"04/23/18 00:00:00","12/30/99 15:06:00","CTD",25.0,67,,,,,,,,
2465,3816,"04/23/18 00:00:00","12/30/99 15:11:00","CTD",16.0,68,,,,,,,,
2466,3817,"04/23/18 00:00:00","12/30/99 15:41:00","CTD",71.0,69,,,,,,,,
2467,3818,"04/23/18 00:00:00","12/30/99 16:00:00","CTD",122.0,70,,,,,,,,
2468,3819,"04/23/18 00:00:00","12/30/99 16:15:00","CTD",107.0,71,,,,,,,,
2469,3820,"04/23/18 00:00:00","12/30/99 16:33:00","CTD",153.0,72,,,,,,,,
2470,3821,"04/23/18 00:00:00","12/30/99 16:48:00","CTD",0.0,73,,,,,,,,
2471,3822,"04/23/18 00:00:00","12/30/99 17:06:00","CTD",103.0,74,,,,,,,,
2472,3823,"04/23/18 00:00:00","12/30/99 17:17:00","CTD",145.0,75,,,,,,,,
2473,3824,"04/23/18 00:00:00","12/30/99 17:30:00","CTD",80.0,76,,,,,,,,
2474,3825,"04/23/18 00:00:00","12/30/99 07:39:00","CTD",66.0,77,,,,,,,,
2475,3826,"04/23/18 00:00:00","12/30/99 17:49:00","CTD",63.0,78,,,,,,,,
2475,3827,"04/23/18 00:00:00","12/30/99 17:55:00","ZOOPLANKTON",50.0,,8969859,8972320,,,,,88,
2475,3828,"04/23/18 00:00:00","12/30/99 17:47:00","PHYTOPLANKTON",0.0,,,,,,,,,
2475,3829,"04/23/18 00:00:00","12/30/99 17:50:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2476,3830,"04/23/18 00:00:00","12/30/99 18:10:00","CTD",54.0,79,,,,,,,,
2477,3831,"04/23/18 00:00:00","12/30/99 18:20:00","CTD",78.0,80,,,,,,,,
2478,3832,"04/23/18 00:00:00","12/30/99 18:30:00","CTD",28.0,81,,,,,,,,
2479,3833,"05/24/18 00:00:00","12/30/99 10:33:00","CTD",28.0,82,,,,,,,,
2480,3834,"05/24/18 00:00:00","12/30/99 10:42:00","CTD",78.0,83,,,,,,,,
2481,3835,"05/24/18 00:00:00","12/30/99 10:53:00","CTD",58.0,84,,,,,,,,
2482,3836,"05/24/18 00:00:00","12/30/99 11:08:00","CTD",68.0,85,,,,,,,,
2482,3837,"05/24/18 00:00:00","12/30/99 11:01:00","ZOOPLANKTON",50.0,,8972373,8975907,,,,,99,
2482,3838,"05/24/18 00:00:00","12/30/99 11:09:00","PHYTOPLANKTON",0.0,,,,,,,,,
2482,3839,"05/24/18 00:00:00","12/30/99 11:04:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2483,3840,"05/24/18 00:00:00","12/30/99 11:23:00","CTD",69.0,86,,,,,,,,
2484,3841,"05/24/18 00:00:00","12/30/99 11:31:00","CTD",85.0,87,,,,,,,,
2485,3842,"05/24/18 00:00:00","12/30/99 11:42:00","CTD",149.0,88,,,,,,,,
2486,3843,"05/24/18 00:00:00","12/30/99 11:53:00","CTD",106.0,89,,,,,,,,
2487,3844,"05/24/18 00:00:00","12/30/99 12:05:00","CTD",175.0,90,,,,,,,,
2488,3845,"05/24/18 00:00:00","12/30/99 12:21:00","CTD",160.0,91,,,,,,,,
2489,3846,"05/24/18 00:00:00","12/30/99 12:38:00","CTD",111.0,92,,,,,,,,
2489,3847,"05/24/18 00:00:00","12/30/99 12:46:00","ZOOPLANKTON",50.0,,8975909,8979008,,,,,97,
2489,3848,"05/24/18 00:00:00","12/30/99 12:39:00","PHYTOPLANKTON",0.0,,,,,,,,,
2490,3849,"05/24/18 00:00:00","12/30/99 13:06:00","CTD",125.0,93,,,,,,,,
2491,3850,"05/24/18 00:00:00","12/30/99 13:24:00","CTD",77.0,94,,,,,,,,
2492,3851,"05/24/18 00:00:00","12/30/99 14:08:00","CTD",65.0,95,,,,,,,,
2492,3852,"05/24/18 00:00:00","12/30/99 14:13:00","ZOOPLANKTON",50.0,,897007,8982160,,,,,92,
2492,3853,"05/24/18 00:00:00","12/30/99 14:08:00","PHYTOPLANKTON",0.0,,,,,,,,,
2492,3854,"05/24/18 00:00:00","12/30/99 14:13:00","OCEAN ACIDIFICATION",0.0,,,,6.8,31.3,11.96,"120.3% x3",,
2493,3855,"05/24/18 00:00:00","12/30/99 14:22:00","CTD",74.0,96,,,,,,,,
2494,3856,"05/24/18 00:00:00","12/30/99 14:30:00","CTD",94.0,97,,,,,,,,
2495,3857,"05/24/18 00:00:00","12/30/99 14:35:00","CTD",95.0,98,,,,,,,,
2496,3858,"05/24/18 00:00:00","12/30/99 14:43:00","CTD",95.0,99,,,,,,,,
2497,3859,"05/24/18 00:00:00","12/30/99 14:50:00","CTD",103.0,100,,,,,,,,
2497,3860,"05/24/18 00:00:00","12/30/99 14:58:00","ZOOPLANKTON",50.0,,8982176,8985418,,,,,97,
2497,3861,"05/24/18 00:00:00","12/30/99 14:51:00","PHYTOPLANKTON",0.0,,,,,,,,,
2497,3862,"05/24/18 00:00:00","12/30/99 14:55:00","OCEAN ACIDIFICATION",0.0,,,,8.4,30.5,13.14,"135.5 x3",,
2497,3863,"05/24/18 00:00:00","12/30/99 14:53:00","OCEAN ACIDIFICATION",101.0,,,,5.4,32.2,10.33,"102.4 x3",,
2498,3864,"05/24/18 00:00:00","12/30/99 15:16:00","CTD",101.0,101,,,,,,,,
2499,3865,"05/24/18 00:00:00","12/30/99 15:20:00","CTD",94.0,102,,,,,,,,
2500,3866,"05/24/18 00:00:00","12/30/99 15:27:00","CTD",83.0,103,,,,,,,,
2501,3867,"05/24/18 00:00:00","12/30/99 15:35:00","CTD",63.0,104,,,,,,,,
2501,3868,"05/24/18 00:00:00","12/30/99 15:40:00","ZOOPLANKTON",50.0,,8985420,8988666,,,,,93,
2501,3869,"05/24/18 00:00:00","12/30/99 15:36:00","PHYTOPLANKTON",0.0,,,,,,,,,
2501,3870,"05/24/18 00:00:00","12/30/99 15:37:00","OCEAN ACIDIFICATION",0.0,,,,4.2,30.2,12.28,"128.6 x3",,
2502,3871,"06/22/18 00:00:00","12/30/99 10:14:00","CTD",93.8,105,,,,,,,,
2503,3872,"06/22/18 00:00:00","12/30/99 10:29:00","CTD",124.0,106,,,,,,,,
2504,3873,"06/22/18 00:00:00","12/30/99 10:42:00","CTD",110.0,107,,,,,,,,
2504,3874,"06/22/18 00:00:00","12/30/99 10:48:00","ZOOPLANKTON",50.0,,8988919,8991757,,,,,105,
2504,3875,"06/22/18 00:00:00","12/30/99 10:48:00","PHYTOPLANKTON",0.0,,,,,,,,,
2505,3876,"06/22/18 00:00:00","12/30/99 11:10:00","CTD",158.0,108,,,,,,,,
2508,3877,"06/22/18 00:00:00","12/30/99 10:14:00","CTD",94.0,105,,,,,,,,
2509,3878,"06/22/18 00:00:00","12/30/99 10:29:00","CTD",124.0,106,,,,,,,,
2510,3880,"06/22/18 00:00:00","12/30/99 10:42:00","CTD",110.0,107,,,,,,,,
2510,3881,"06/22/18 00:00:00","12/30/99 10:48:00","ZOOPLANKTON",50.0,,8988919,8991757,,,,,105,
2510,3882,"06/22/18 00:00:00","12/30/99 10:48:00","PHYTOPLANKTON",0.0,,,,,,,,,
2511,3883,"06/22/18 00:00:00","12/30/99 11:10:00","CTD",158.0,108,,,,,,,,
2512,3884,"06/22/18 00:00:00","12/30/99 11:23:00","CTD",176.0,109,,,,,,,,
2513,3885,"06/22/18 00:00:00","12/30/99 11:39:00","CTD",104.0,110,,,,,,,,
2514,3886,"06/22/18 00:00:00","12/30/99 11:48:00","CTD",148.0,111,,,,,,,,
2515,3887,"06/22/18 00:00:00","12/30/99 12:04:00","CTD",85.0,112,,,,,,,,
2516,3888,"06/22/18 00:00:00","12/30/99 12:12:00","CTD",72.0,113,,,,,,,,
2517,3889,"06/22/18 00:00:00","12/30/99 12:23:00","CTD",65.0,114,,,,,,,,
2517,3890,"06/22/18 00:00:00","12/30/99 12:34:00","ZOOPLANKTON",50.0,,8991751,8994932,,,,,94,
2517,3891,"06/22/18 00:00:00","12/30/99 12:25:00","PHYTOPLANKTON",0.0,,,,,,,,,
2518,3892,"06/22/18 00:00:00","12/30/99 12:45:00","CTD",57.0,115,,,,,,,,
2519,3893,"06/22/18 00:00:00","12/30/99 12:55:00","CTD",80.0,116,,,,,,,,
2520,3894,"06/22/18 00:00:00","12/30/99 13:06:00","CTD",31.0,117,,,,,,,,
2521,3895,"06/22/18 00:00:00","12/30/99 13:39:00","CTD",58.0,118,,,,,,,,
2521,3896,"06/22/18 00:00:00","12/30/99 13:44:00","ZOOPLANKTON",50.0,,8994937,8997168,,,,,91,
2521,3897,"06/22/18 00:00:00","12/30/99 13:44:00","PHYTOPLANKTON",0.0,,,,,,,,,
2522,3898,"06/22/18 00:00:00","12/30/99 13:53:00","CTD",74.0,119,,,,,,,,
2523,3899,"06/22/18 00:00:00","12/30/99 14:01:00","CTD",93.0,120,,,,,,,,
2524,3900,"06/22/18 00:00:00","12/30/99 14:07:00","CTD",96.0,121,,,,,,,,
2525,3901,"06/22/18 00:00:00","12/30/99 14:16:00","CTD",100.0,122,,,,,,,,
2526,3902,"06/22/18 00:00:00","12/30/99 14:23:00","CTD",108.0,123,,,,,,,,
2526,3903,"06/22/18 00:00:00","12/30/99 14:27:00","ZOOPLANKTON",50.0,,8997164,9000268,,,,,92,
2526,3904,"06/22/18 00:00:00","12/30/99 14:24:00","PHYTOPLANKTON",0.0,,,,,,,,,
2527,3905,"06/22/18 00:00:00","12/30/99 14:41:00","CTD",102.0,124,,,,,,,,
2528,3906,"06/22/18 00:00:00","12/30/99 14:49:00","CTD",95.0,125,,,,,,,,
2529,3907,"06/22/18 00:00:00","12/30/99 14:57:00","CTD",85.0,126,,,,,,,,
2530,3908,"06/22/18 00:00:00","12/30/99 15:06:00","CTD",63.0,127,,,,,,,,
2530,3909,"06/22/18 00:00:00","12/30/99 15:24:00","ZOOPLANKTON",50.0,,9001818,9004764,,,,,92,
2530,3910,"06/22/18 00:00:00","12/30/99 15:07:00","PHYTOPLANKTON",0.0,,,,,,,,,
2531,3911,"06/25/18 00:00:00","12/30/99 10:41:00","CTD",16.0,128,,,,,,,,
2532,3912,"06/25/18 00:00:00","12/30/99 10:48:00","CTD",19.0,129,,,,,,,,
2533,3913,"06/25/18 00:00:00","12/30/99 10:55:00","CTD",27.0,130,,,,,,,,
2534,3914,"06/25/18 00:00:00","12/30/99 11:02:00","CTD",33.0,131,,,,,,,,
2534,3915,"06/25/18 00:00:00","12/30/99 11:07:00","ZOOPLANKTON",20.0,,9004771,9006027,,,,,36,
2534,3916,"06/25/18 00:00:00","12/30/99 11:05:00","PHYTOPLANKTON",0.0,,,,,,,,,
2534,3917,"06/25/18 00:00:00","12/30/99 11:09:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2535,3918,"06/25/18 00:00:00","12/30/99 11:17:00","CTD",36.0,132,,,,,,,,
2536,3919,"06/25/18 00:00:00","12/30/99 12:27:00","CTD",19.0,133,,,,,,,,
2537,3920,"06/25/18 00:00:00","12/30/99 12:34:00","CTD",29.0,134,,,,,,,,
2538,3921,"06/25/18 00:00:00","12/30/99 12:46:00","CTD",30.0,135,,,,,,,,
2539,3922,"06/25/18 00:00:00","12/30/99 12:54:00","CTD",37.0,136,,,,,,,,
2539,3923,"06/25/18 00:00:00","12/30/99 13:02:00","ZOOPLANKTON",30.0,,9006917,9008724,,,,,52,
2539,3924,"06/25/18 00:00:00","12/30/99 12:57:00","PHYTOPLANKTON",0.0,,,,,,,,,
2539,3925,"06/25/18 00:00:00","12/30/99 13:07:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2540,3926,"06/25/18 00:00:00","12/30/99 13:18:00","CTD",64.0,137,,,,,,,,
2541,3927,"06/25/18 00:00:00","12/30/99 13:28:00","CTD",81.0,138,,,,,,,,
2542,3928,"06/25/18 00:00:00","12/30/99 13:38:00","CTD",90.0,139,,,,,,,,
2542,3929,"06/25/18 00:00:00","12/30/99 13:39:00","ZOOPLANKTON",50.0,,9008725,9011349,,,,,85,
2542,3930,"06/25/18 00:00:00","12/30/99 13:45:00","PHYTOPLANKTON",0.0,,,,,,,,,
2542,3931,"06/25/18 00:00:00","12/30/99 13:49:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2543,3932,"06/25/18 00:00:00","12/30/99 14:02:00","CTD",111.0,140,,,,,,,,
2544,3933,"06/25/18 00:00:00","12/30/99 14:12:00","CTD",103.0,141,,,,,,,,
2544,3934,"06/25/18 00:00:00","12/30/99 14:20:00","ZOOPLANKTON",50.0,,9011336,9014301,,,,,86,
2544,3935,"06/25/18 00:00:00","12/30/99 14:15:00","PHYTOPLANKTON",0.0,,,,,,,,,
2544,3936,"06/25/18 00:00:00","12/30/99 14:19:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2545,3937,"06/25/18 00:00:00","12/30/99 14:33:00","CTD",20.0,142,,,,,,,,
2546,3938,"07/18/18 00:00:00","12/30/99 10:16:00","CTD",96.0,143,,,,,,,,
2547,3939,"07/18/18 00:00:00","12/30/99 10:26:00","CTD",50.0,144,,,,,,,,
2548,3940,"07/18/18 00:00:00","12/30/99 10:34:00","CTD",103.0,145,,,,,,,,
2548,3941,"07/18/18 00:00:00","12/30/99 11:06:00","ZOOPLANKTON",50.0,,9017843,9020508,,,,,77,
2548,3942,"07/18/18 00:00:00","12/30/99 10:36:00","PHYTOPLANKTON",0.0,,,,,,,,,
2548,3943,"07/18/18 00:00:00","12/30/99 10:48:00","OCEAN ACIDIFICATION",0.0,,,,9.5,31.4,,,,
2548,3944,"07/18/18 00:00:00",,"OCEAN ACIDIFICATION",101.0,,,,8.6,31.9,,,,
2548,3945,"07/18/18 00:00:00",,,,,,,,,,,,
2549,3946,"07/18/18 00:00:00","12/30/99 11:21:00","CTD",107.0,146,,,,,,,,
2550,3947,"07/18/18 00:00:00","12/30/99 11:35:00","CTD",103.6,147,,,,,,,,
2551,3948,"07/18/18 00:00:00","12/30/99 11:51:00","CTD",143.0,148,,,,,,,,
2552,3949,"07/18/18 00:00:00","12/30/99 12:26:00","CTD",82.0,149,,,,,,,,
2553,3950,"07/18/18 00:00:00","12/30/99 12:37:00","CTD",72.0,150,,,,,,,,
2554,3951,"07/18/18 00:00:00","12/30/99 12:44:00","CTD",73.0,151,,,,,,,,
2554,3952,"07/18/18 00:00:00","12/30/99 12:53:00","ZOOPLANKTON",50.0,,9020505,9023929,,,,,92,
2554,3953,"07/18/18 00:00:00","12/30/99 12:46:00","PHYTOPLANKTON",0.0,,,,,,,,,
2555,3954,"07/18/18 00:00:00","12/30/99 13:05:00","CTD",52.0,152,,,,,,,,
2556,3955,"07/18/18 00:00:00","12/30/99 13:51:00","CTD",69.0,155,,,,,,,,
2557,3956,"07/18/18 00:00:00","12/30/99 14:07:00","CTD",119.0,156,,,,,,"pnly got to ~80 or 90 meters on CTD.",,
2558,3957,"07/18/18 00:00:00","12/30/99 14:19:00","CTD",106.0,157,,,,,,,,
2559,3958,"07/18/18 00:00:00","12/30/99 14:35:00","CTD",152.0,158,,,,,,,,
2560,3959,"07/18/18 00:00:00","12/30/99 14:56:00","CTD",171.0,159,,,,,,,,
2561,3960,"07/18/18 00:00:00","12/30/99 15:11:00","CTD",99.0,160,,,,,,,,
2562,3961,"07/18/18 00:00:00","12/30/99 15:21:00","CTD",144.0,161,,,,,,,,
2563,3962,"07/18/18 00:00:00","12/30/99 15:34:00","CTD",80.0,162,,,,,,,,
2564,3963,"07/18/18 00:00:00","12/30/99 15:44:00","CTD",66.0,163,,,,,,,,
2565,3964,"07/18/18 00:00:00","12/30/99 15:55:00","CTD",63.0,164,,,,,,,,
2565,3965,"07/18/18 00:00:00","12/30/99 16:05:00","ZOOPLANKTON",50.0,,9023926,9026624,,,,,91,
2565,3966,"07/18/18 00:00:00","12/30/99 15:57:00","PHYTOPLANKTON",0.0,,,,,,,,,
2565,3967,"07/18/18 00:00:00","12/30/99 16:00:00","OCEAN ACIDIFICATION",0.0,,,,12.3,26.4,13.8,,,
2565,3968,"07/18/18 00:00:00",,"OCEAN ACIDIFICATION",60.0,,,,8.5,31.7,13.36,,,
2566,3969,"07/18/18 00:00:00","12/30/99 16:18:00","CTD",57.0,165,,,,,,,,
2567,3970,"07/18/18 00:00:00","12/30/99 16:27:00","CTD",78.0,166,,,,,,,,
2568,3971,"07/18/18 00:00:00","12/30/99 16:39:00","CTD",26.0,167,,,,,,,,
2568,3972,"07/18/18 00:00:00","12/30/99 16:42:00","CTD",0.0,168,,,,,,"2nd cast to check depth",,
2569,3973,"07/24/18 00:00:00","12/30/99 10:25:00","CTD",17.0,169,,,,,,,,
2570,3974,"07/24/18 00:00:00","12/30/99 10:29:00","CTD",26.0,170,,,,,,,,
2571,3975,"07/24/18 00:00:00","12/30/99 10:35:00","CTD",28.0,171,,,,,,,,
2572,3976,"07/24/18 00:00:00","12/30/99 10:42:00","CTD",36.0,172,,,,,,,,
2572,3977,"07/24/18 00:00:00","12/30/99 10:47:00","ZOOPLANKTON",30.0,,9026892,9028488,,,,,54,
2572,3978,"07/24/18 00:00:00","12/30/99 10:42:00","PHYTOPLANKTON",0.0,,,,,,,,,
2573,3979,"07/24/18 00:00:00","12/30/99 11:07:00","CTD",79.0,174,,,,,,,,
2574,3980,"07/24/18 00:00:00","12/30/99 11:15:00","CTD",89.0,175,,,,,,,,
2574,3981,"07/24/18 00:00:00","12/30/99 11:21:00","ZOOPLANKTON",50.0,,9028487,9031307,,,,,88,
2574,3982,"07/24/18 00:00:00","12/30/99 11:16:00","PHYTOPLANKTON",0.0,,,,,,,,,
2575,3983,"07/24/18 00:00:00","12/30/99 11:33:00","CTD",109.0,176,,,,,,,,
2576,3984,"07/24/18 00:00:00","12/30/99 11:43:00","CTD",102.0,177,,,,,,,,
2576,3985,"07/24/18 00:00:00","12/30/99 11:56:00","ZOOPLANKTON",50.0,,9031308,9033975,,,,,87,
2576,3986,"07/24/18 00:00:00","12/30/99 11:43:00","PHYTOPLANKTON",0.0,,,,,,,,,
2576,3987,"07/24/18 00:00:00","12/30/99 11:57:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2576,3988,"07/24/18 00:00:00","12/30/99 11:44:00","OCEAN ACIDIFICATION",100.0,,,,,,,,,
2577,3989,"07/24/18 00:00:00","12/30/99 12:08:00","CTD",20.0,178,,,,,,,,
2578,3990,"07/24/18 00:00:00","12/30/99 10:59:00","CTD",60.0,173,,,,,,,,
2579,3991,"07/24/18 00:00:00","12/30/99 12:41:00","CTD",63.0,179,,,,,,,,
2579,3992,"07/24/18 00:00:00","12/30/99 12:48:00","ZOOPLANKTON",50.0,,9036500,9039316,,,,,89,
2579,3993,"07/24/18 00:00:00","12/30/99 12:41:00","PHYTOPLANKTON",0.0,,,,,,,,,
2579,3994,"07/24/18 00:00:00","12/30/99 12:46:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2580,3995,"07/24/18 00:00:00","12/30/99 13:02:00","CTD",79.0,180,,,,,,,,
2581,3996,"07/24/18 00:00:00","12/30/99 13:09:00","CTD",96.0,181,,,,,,,,
2582,3997,"07/24/18 00:00:00","12/30/99 13:17:00","CTD",96.0,182,,,,,,,,
2583,3998,"07/24/18 00:00:00","12/30/99 13:25:00","CTD",99.0,183,,,,,,,,
2584,3999,"07/24/18 00:00:00","12/30/99 13:35:00","CTD",102.0,184,,,,,,,,
2584,4000,"07/24/18 00:00:00","12/30/99 13:40:00","ZOOPLANKTON",50.0,,9039310,9042169,,,,,85,
2584,4001,"07/24/18 00:00:00","12/30/99 13:33:00","PHYTOPLANKTON",0.0,,,,,,,,,
2584,4002,"07/24/18 00:00:00",,"OCEAN ACIDIFICATION",0.0,,,,,,,,,
2584,4003,"07/24/18 00:00:00","12/30/99 13:35:00","OCEAN ACIDIFICATION",101.0,,,,,,,,,
2585,4004,"07/24/18 00:00:00","12/30/99 13:51:00","CTD",101.0,185,,,,,,,,
2586,4005,"07/24/18 00:00:00","12/30/99 13:59:00","CTD",94.0,186,,,,,,,,
2587,4006,"07/24/18 00:00:00","12/30/99 14:06:00","CTD",0.0,187,,,,,,,,
2588,4007,"07/24/18 00:00:00","12/30/99 14:13:00","CTD",62.0,188,,,,,,,,
2588,4008,"07/24/18 00:00:00","12/30/99 14:18:00","ZOOPLANKTON",50.0,,9042171,9044865,,,,,86,
2588,4009,"07/24/18 00:00:00","12/30/99 14:13:00","PHYTOPLANKTON",0.0,,,,,,,,,
2588,4010,"07/24/18 00:00:00","12/30/99 14:13:00","OCEAN ACIDIFICATION",0.0,,,,,,,,,
2589,4011,"07/26/18 00:00:00","12/30/99 11:57:00","CTD",189.0,189,,,,,,,,
2590,4012,"07/26/18 00:00:00","12/30/99 12:06:00","CTD",20.0,190,,,,,,,,
2591,4013,"07/26/18 00:00:00","12/30/99 12:13:00","CTD",26.0,191,,,,,,,,
2591,4014,"07/26/18 00:00:00","12/30/99 12:19:00","ZOOPLANKTON",20.0,,9045213,9046257,,,,,,
2591,4015,"07/26/18 00:00:00","12/30/99 12:13:00","PHYTOPLANKTON",0.0,,,,,,,,,
2591,4016,"07/26/18 00:00:00",,,0.0,,,,,,,,,
2592,4017,"07/26/18 00:00:00","12/30/99 12:31:00","CTD",33.0,192,,,,,,,,
2593,4018,"07/26/18 00:00:00","12/30/99 12:40:00","CTD",37.0,193,,,,,,,,
2594,4019,"08/23/18 00:00:00","12/30/99 10:29:00","CTD",70.0,194,,,,,,,,
2595,4020,"08/23/18 00:00:00","12/30/99 10:47:00","CTD",119.0,195,,,,,,,,
2596,4021,"08/23/18 00:00:00","12/30/99 11:00:00","CTD",108.0,196,,,,,,,,
2596,4022,"08/23/18 00:00:00","12/30/99 11:13:00","ZOOPLANKTON",50.0,,9046166,9046163,,,,,96,
2596,4023,"08/23/18 00:00:00","12/30/99 11:03:00","PHYTOPLANKTON",0.0,,,,,,,,,
2596,4024,"08/23/18 00:00:00","12/30/99 11:00:00","OCEAN ACIDIFICATION",105.0,,,,9.5,31.4,9.359999999999999,"99.8 x3",,
2596,4025,"08/23/18 00:00:00","12/30/99 11:09:00","OCEAN ACIDIFICATION",0.0,,,,11,30.8,9.49,"103.8 x3",,
2596,4026,"08/23/18 00:00:00",,,,,,,,,9,,,
2597,4027,"08/23/18 00:00:00","12/30/99 11:35:00","CTD",156.0,197,,,,,,,,
2598,4028,"08/23/18 00:00:00","12/30/99 11:49:00","CTD",171.0,198,,,,,,"BAD CAST",,
2598,4029,"08/23/18 00:00:00","12/30/99 11:51:00","CTD",171.0,199,,,,,,,,
2599,4030,"08/23/18 00:00:00","12/30/99 12:08:00","CTD",103.0,200,,,,,,,,
2600,4031,"08/23/18 00:00:00","12/30/99 12:18:00","CTD",146.0,201,,,,,,,,
2601,4032,"08/23/18 00:00:00","12/30/99 12:32:00","CTD",81.0,202,,,,,,,,
2602,4033,"08/23/18 00:00:00","12/30/99 12:42:00","CTD",68.0,203,,,,,,,,
2603,4034,"08/23/18 00:00:00","12/30/99 12:52:00","CTD",65.0,204,,,,,,,,
2603,4035,"08/23/18 00:00:00","12/30/99 12:57:00","ZOOPLANKTON",50.0,,9047001,9047002,,,,"FLOWMETER STUCK",87,
2603,4036,"08/23/18 00:00:00","12/30/99 12:53:00","PHYTOPLANKTON",0.0,,,,,,,,,
2604,4037,"08/23/18 00:00:00","12/30/99 13:16:00","CTD",57.0,205,,,,,,,,
2605,4038,"08/23/18 00:00:00","12/30/99 13:27:00","CTD",79.0,206,,,,,,,,
2606,4039,"08/23/18 00:00:00","12/30/99 13:36:00","CTD",28.0,207,,,,,,,,
2607,4040,"08/23/18 00:00:00","12/30/99 14:14:00","CTD",55.0,208,,,,,,,,
2607,4041,"08/23/18 00:00:00","12/30/99 14:25:00","ZOOPLANKTON",50.0,,,,,,,"Flowmeter failed",89,
2607,4042,"08/23/18 00:00:00","12/30/99 14:14:00","PHYTOPLANKTON",0.0,,,,,,,,,
2607,4043,"08/23/18 00:00:00","12/30/99 14:14:00","OCEAN ACIDIFICATION",0.0,,,,12,24.7,11.2,"120.0 x3",,
2608,4044,"08/23/18 00:00:00",,"CTD",76.0,209,,,,,,,,
2609,4045,"08/23/18 00:00:00","12/30/99 14:43:00","CTD",94.0,210,,,,,,,,
2610,4046,"08/23/18 00:00:00","12/30/99 14:52:00","CTD",97.0,211,,,,,,,,
2611,4047,"08/23/18 00:00:00","12/30/99 15:03:00","CTD",100.0,212,,,,,,,,
2612,4048,"08/23/18 00:00:00","12/30/99 15:11:00","CTD",105.0,213,,,,,,,,
2612,4049,"08/23/18 00:00:00","12/30/99 15:27:00","ZOOPLANKTON",0.0,,,,,,,"flowmeter broken",87,
2612,4050,"08/23/18 00:00:00","12/30/99 15:12:00","PHYTOPLANKTON",0.0,,,,,,,,,
2612,4051,"08/23/18 00:00:00","12/30/99 15:17:00","OCEAN ACIDIFICATION",102.0,,,,9.4,31.6,9.460000000000001,"101.2 x3",,
2612,4052,"08/23/18 00:00:00","12/30/99 15:11:00","OCEAN ACIDIFICATION",0.0,,,,12.3,22.4,10.36,"110.5 x2 (bottle broke)",,
2613,4053,"08/23/18 00:00:00","12/30/99 15:35:00","CTD",102.0,214,,,,,,,,
2614,4054,"08/23/18 00:00:00","12/30/99 15:44:00","CTD",96.0,215,,,,,,,,
2615,4055,"08/23/18 00:00:00","12/30/99 15:51:00","CTD",83.0,216,,,,,,,,
2616,4056,"08/23/18 00:00:00","12/30/99 16:00:00","CTD",62.0,217,,,,,,,,
2616,4057,"08/23/18 00:00:00","12/30/99 16:05:00","ZOOPLANKTON",50.0,,,,,,,"broken flowmeter (larval flatfish!!)",88,
2616,4058,"08/23/18 00:00:00","12/30/99 16:03:00","PHYTOPLANKTON",0.0,,,,,,,,,
2616,4059,"08/23/18 00:00:00","12/30/99 16:05:00","OCEAN ACIDIFICATION",0.0,,,,11.9,24.9,10.38,"112.6 x3",,
2617,4060,"09/13/18 00:00:00","12/30/99 10:46:00","CTD",30.0,1,,,,,,,,
2618,4061,"09/13/18 00:00:00","12/30/99 10:55:00","CTD",25.0,2,,,,,,,,
2618,4062,"09/13/18 00:00:00","12/30/99 10:59:00","ZOOPLANKTON",20.0,,326071,327350,,,,,40,
2618,4063,"09/13/18 00:00:00","12/30/99 10:55:00","PHYTOPLANKTON",0.0,,,,,,,,,
2619,4064,"09/13/18 00:00:00","12/30/99 11:10:00","CTD",18.0,3,,,,,,,,
