Date,Station,Taxon,Abundance (cells/L),Taxon
8/14/2020,T9-10,Corethron sp.,0,Corethron sp.
8/14/2020,T9-10,Cylindrotheca closterium,0,Cylindrotheca closterium
8/14/2020,T9-10,Dactyliosolen fragilissimus,0,unknown pennate diatom
8/14/2020,T9-10,Ditylium brightwellii,0,Ditylium spp.
8/14/2020,T9-10,Detonula pumila,0,Detonula spp.
8/14/2020,T9-10,Eucampia zodiacus,0,Eucampia spp.
8/14/2020,T9-10,Fragilariopsis spp.,0,Fragilariopsis spp.
8/14/2020,T9-10,Grammatophora spp.,0,Grammatophora spp.
8/14/2020,T9-10,Guinardia delicatula,0,Guinardia spp.
8/14/2020,T9-10,Guinardia striata,0,Guinardia spp.
8/14/2020,T9-10,Lauderia annulata,0,Lauderia annulata
8/14/2020,T9-10,Leptocylindrus danicus,0,Leptocylindrus spp.
8/14/2020,T9-10,Leptocylindrus medditerium,0,Leptocylindrus medditerium
8/14/2020,T9-10,Licmophora spp.,0,Licmophora spp.
8/14/2020,T9-10,Melosira moniliformis,0.63,Melosira spp.
8/14/2020,T9-10,Navicula spp.,0,Navicula spp.
8/14/2020,T9-10,Nitzschia spp.,0,Nitzschia spp.
8/14/2020,T9-10,Odontella spp.,0,Odontella spp.
8/14/2020,T9-10,Pinnulia sp.,0,unknown pennate diatom
8/14/2020,T9-10,Pleurosigma sp.,0,Pleurosigma spp.
8/14/2020,T9-10,Proboscia alata,0,unknown pennate diatom
8/14/2020,T9-10,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
8/14/2020,T9-10,Pseudo-nitzschia multi/pung,0,Pseudo-nitzschia spp.
8/14/2020,T9-10,Rhizosolenia setigera,0,Rhizosolenia spp.
8/14/2020,T9-10,Skeletonema costatum,32.16,Skeletonema spp.
8/14/2020,T9-10,Stephanopyxis spp.,0,Stephanopyxis spp.
8/14/2020,T9-10,Synedra sp.,0,unknown pennate diatom
8/14/2020,T9-10,Thalassionema nitzschioides,21.44,Thalassionema spp.
8/14/2020,T9-10,Thalassiosira spp.,0,Thalassiosira spp.
8/14/2020,T9-10,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
8/14/2020,T9-10,Thalassiosira rotula,0,Thalassiosira spp.
8/14/2020,T9-10,Thalassiothrix longissum,0,unknown pennate diatom
8/14/2020,T9-10,Pennate diatoms,0,unknown pennate diatom
8/14/2020,T9-10,Alexandrium spp.,0,Alexandrium spp.
8/14/2020,T9-10,Ceratium fusus,0,Ceratium fusus
8/14/2020,T9-10,Ceratium lineatum,0,unknown dinflagellate
8/14/2020,T9-10,Ceratium longipes,10.72,Ceratium longipes
8/14/2020,T9-10,Ceratium tripos,0,unknown dinflagellate
8/14/2020,T9-10,Dinophysis acuminata,0,Dinophysis spp.
8/14/2020,T9-10,Dinophysis fortii,0,Dinophysis spp.
8/14/2020,T9-10,Dinophysis norvegica,0,Dinophysis spp.
8/14/2020,T9-10,Dinophysis parva,0,Dinophysis spp.
8/14/2020,T9-10,Diplopeltopsis sp.,21.44,unknown dinoflagellate
8/14/2020,T9-10,Dissodinium pseudolumula,0,unknown dinoflagellate
8/14/2020,T9-10,Gonyaulax spinifera,85.76,Gonyaulax spp.
8/14/2020,T9-10,Gymnodinium spp.,0,unknown dinoflagellate
8/14/2020,T9-10,Heterocapsa triquetra,32.16,Heterocapsa triquetra
8/14/2020,T9-10,Karenia sp.,0,Karenia sp.
8/14/2020,T9-10,Kofoidinium sp.,0,Kofoidinium sp.
8/14/2020,T9-10,Phalacroma rotundatum,0,unknown dinoflagellate
8/14/2020,T9-10,Polykrikos schwarzii,0,unknown dinoflagellate
8/14/2020,T9-10,Prorocentrum micans,0.63,Prorocentrum spp.
8/14/2020,T9-10,Prorocentrum minimum,0,Prorocentrum spp.
8/14/2020,T9-10,Proroceratium reticulatum,0,unknown dinoflagellate
8/14/2020,T9-10,Protoperidinium spp.,42.88,Protoperidinium spp.
8/14/2020,T9-10,Pyrophacus horologium,0,unknown dinoflagellate
8/14/2020,T9-10,Scrippsiella trochoidea,0,Scrippsiella spp.
8/14/2020,T9-10,small dino,0,unknown dinoflagellate
8/14/2020,T9-10,Dictyocha speculum,107.2,Dictyocha spp.
8/14/2020,T9-10,Dictyocha fibula,0,Dictyocha fibula
8/14/2020,T9-10,naked ciliates,0,naked ciliates
8/14/2020,T9-10,tintinnids,128.64,tintinnids
8/14/2020,T9-10,Euglena,171.52,Euglena
9/20/2020,T9-10,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
9/20/2020,T9-10,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/20/2020,T9-10,Bacteriastrum spp.,6056.82,Bacteriastrum spp.
9/20/2020,T9-10,Cerataulina pelagica,160.8,Cerataulina spp.
9/20/2020,T9-10,Chaetoceros spp.,31731.29,Chaetoceros spp.
9/20/2020,T9-10,Chaetoceros debilis,0,Chaetoceros spp.
9/20/2020,T9-10,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/20/2020,T9-10,Chaetoceros radicans,0,Chaetoceros spp.
9/20/2020,T9-10,Cocconeis sp.,0,Cocconeis sp.
9/20/2020,T9-10,Coscinodiscus spp.,160.8,Coscinodiscus spp.
9/20/2020,T9-10,Coscinodiscus joneisanus,0,Coscinodiscus joneisanus
9/20/2020,T9-10,Corethron sp.,0,Corethron sp.
9/20/2020,T9-10,Cylindrotheca closterium,0,Cylindrotheca closterium
9/20/2020,T9-10,Dactyliosolen fragilissimus,107.2,unknown pennate diatom
9/20/2020,T9-10,Ditylium brightwellii,0,Ditylium spp.
9/20/2020,T9-10,Detonula pumila,536,Detonula spp.
9/20/2020,T9-10,Eucampia zodiacus,53.6,Eucampia spp.
9/20/2020,T9-10,Fragilariopsis spp.,0,Fragilariopsis spp.
9/20/2020,T9-10,Grammatophora spp.,0,Grammatophora spp.
9/20/2020,T9-10,Guinardia delicatula,0,Guinardia spp.
9/20/2020,T9-10,Guinardia striata,0,Guinardia spp.
9/20/2020,T9-10,Lauderia annulata,0,Lauderia annulata
9/20/2020,T9-10,Leptocylindrus danicus,107.2,Leptocylindrus spp.
9/20/2020,T9-10,Leptocylindrus medditerium,0,Leptocylindrus medditerium
9/20/2020,T9-10,Licmophora spp.,0,Licmophora spp.
9/20/2020,T9-10,Melosira moniliformis,0,Melosira spp.
9/20/2020,T9-10,Navicula spp.,53.6,Navicula spp.
9/20/2020,T9-10,Nitzschia spp.,6700.02,Nitzschia spp.
9/20/2020,T9-10,Odontella spp.,53.6,Odontella spp.
9/20/2020,T9-10,Pinnulia sp.,0,unknown pennate diatom
9/20/2020,T9-10,Pleurosigma sp.,53.6,Pleurosigma spp.
9/20/2020,T9-10,Proboscia alata,0,unknown pennate diatom
9/20/2020,T9-10,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
9/20/2020,T9-10,Pseudo-nitzschia multi/pung,2304.81,Pseudo-nitzschia spp.
9/20/2020,T9-10,Rhizosolenia setigera,53.6,Rhizosolenia spp.
9/20/2020,T9-10,Skeletonema costatum,6646.42,Skeletonema spp.
9/20/2020,T9-10,Stephanopyxis spp.,0,Stephanopyxis spp.
9/20/2020,T9-10,Synedra sp.,0,unknown pennate diatom
9/20/2020,T9-10,Thalassionema nitzschioides,2197.61,Thalassionema spp.
9/20/2020,T9-10,Thalassiosira spp.,911.2,Thalassiosira spp.
9/20/2020,T9-10,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/20/2020,T9-10,Thalassiosira rotula,0,Thalassiosira spp.
9/20/2020,T9-10,Thalassiothrix longissum,0,unknown pennate diatom
9/20/2020,T9-10,Pennate diatoms,0,unknown pennate diatom
9/20/2020,T9-10,Alexandrium spp.,0,Alexandrium spp.
9/20/2020,T9-10,Ceratium fusus,0,Ceratium fusus
9/20/2020,T9-10,Ceratium lineatum,53.6,unknown dinflagellate
9/20/2020,T9-10,Ceratium longipes,160.8,Ceratium longipes
9/20/2020,T9-10,Ceratium tripos,53.6,unknown dinflagellate
9/20/2020,T9-10,Dinophysis acuminata,53.6,Dinophysis spp.
9/20/2020,T9-10,Dinophysis fortii,107.2,Dinophysis spp.
9/20/2020,T9-10,Dinophysis norvegica,0,Dinophysis spp.
9/20/2020,T9-10,Dinophysis parva,0,Dinophysis spp.
9/20/2020,T9-10,Diplopeltopsis sp.,53.6,unknown dinoflagellate
9/20/2020,T9-10,Dissodinium pseudolumula,0,unknown dinoflagellate
9/20/2020,T9-10,Gonyaulax spinifera,53.6,Gonyaulax spp.
9/20/2020,T9-10,Gymnodinium spp.,0,unknown dinoflagellate
9/20/2020,T9-10,Heterocapsa triquetra,0,Heterocapsa triquetra
9/20/2020,T9-10,Karenia sp.,0,Karenia sp.
9/20/2020,T9-10,Kofoidinium sp.,0,Kofoidinium sp.
9/20/2020,T9-10,Phalacroma rotundatum,0,unknown dinoflagellate
9/20/2020,T9-10,Polykrikos schwarzii,0,unknown dinoflagellate
9/20/2020,T9-10,Prorocentrum micans,107.2,Prorocentrum spp.
9/20/2020,T9-10,Prorocentrum minimum,0,Prorocentrum spp.
9/20/2020,T9-10,Proroceratium reticulatum,0,unknown dinoflagellate
9/20/2020,T9-10,Protoperidinium spp.,107.2,Protoperidinium spp.
9/20/2020,T9-10,Pyrophacus horologium,0,unknown dinoflagellate
9/20/2020,T9-10,Scrippsiella trochoidea,0,Scrippsiella spp.
9/20/2020,T9-10,small dino,53.6,unknown dinoflagellate
9/20/2020,T9-10,Dictyocha speculum,268,Dictyocha spp.
9/20/2020,T9-10,Dictyocha fibula,0,Dictyocha fibula
9/20/2020,T9-10,naked ciliates,0,naked ciliates
9/20/2020,T9-10,tintinnids,53.6,tintinnids
9/20/2020,T9-10,Euglena,0,Euglena
9/20/2020,T7-20,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
9/20/2020,T7-20,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/20/2020,T7-20,Bacteriastrum spp.,53.6,Bacteriastrum spp.
9/20/2020,T7-20,Cerataulina pelagica,0,Cerataulina spp.
9/20/2020,T7-20,Chaetoceros spp.,1286.4,Chaetoceros spp.
9/20/2020,T7-20,Chaetoceros debilis,0,Chaetoceros spp.
9/20/2020,T7-20,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/20/2020,T7-20,Chaetoceros radicans,0,Chaetoceros spp.
9/20/2020,T7-20,Cocconeis sp.,0.63,Cocconeis sp.
9/20/2020,T7-20,Coscinodiscus spp.,17.87,Coscinodiscus spp.
9/20/2020,T7-20,Coscinodiscus joneisanus,0,Coscinodiscus joneisanus
9/20/2020,T7-20,Corethron sp.,0,Corethron sp.
9/20/2020,T7-20,Cylindrotheca closterium,89.33,Cylindrotheca closterium
9/20/2020,T7-20,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/20/2020,T7-20,Ditylium brightwellii,35.73,Ditylium spp.
9/20/2020,T7-20,Detonula pumila,35.73,Detonula spp.
9/20/2020,T7-20,Eucampia zodiacus,35.73,Eucampia spp.
9/20/2020,T7-20,Fragilariopsis spp.,0,Fragilariopsis spp.
9/20/2020,T7-20,Grammatophora spp.,0,Grammatophora spp.
9/20/2020,T7-20,Guinardia delicatula,0,Guinardia spp.
9/20/2020,T7-20,Guinardia striata,0,Guinardia spp.
9/20/2020,T7-20,Lauderia annulata,0,Lauderia annulata
9/20/2020,T7-20,Leptocylindrus danicus,1.88,Leptocylindrus spp.
9/20/2020,T7-20,Leptocylindrus medditerium,107.2,Leptocylindrus medditerium
9/20/2020,T7-20,Licmophora spp.,0,Licmophora spp.
9/20/2020,T7-20,Melosira moniliformis,0,Melosira spp.
9/20/2020,T7-20,Navicula spp.,0,Navicula spp.
9/20/2020,T7-20,Nitzschia spp.,71.47,Nitzschia spp.
9/20/2020,T7-20,Odontella spp.,0,Odontella spp.
9/20/2020,T7-20,Pinnulia sp.,0,unknown pennate diatom
9/20/2020,T7-20,Pleurosigma sp.,53.6,Pleurosigma spp.
9/20/2020,T7-20,Proboscia alata,0,unknown pennate diatom
9/20/2020,T7-20,Pseudo-nitzschia deli/p-deli,35.73,Pseudo-nitzschia spp.
9/20/2020,T7-20,Pseudo-nitzschia multi/pung,125.07,Pseudo-nitzschia spp.
9/20/2020,T7-20,Rhizosolenia setigera,196.53,Rhizosolenia spp.
9/20/2020,T7-20,Skeletonema costatum,232.27,Skeletonema spp.
9/20/2020,T7-20,Stephanopyxis spp.,0,Stephanopyxis spp.
9/20/2020,T7-20,Synedra sp.,35.73,unknown pennate diatom
9/20/2020,T7-20,Thalassionema nitzschioides,35.73,Thalassionema spp.
9/20/2020,T7-20,Thalassiosira spp.,929.07,Thalassiosira spp.
9/20/2020,T7-20,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/20/2020,T7-20,Thalassiosira rotula,0,Thalassiosira spp.
9/20/2020,T7-20,Thalassiothrix longissum,17.87,unknown pennate diatom
9/20/2020,T7-20,Pennate diatoms,0,unknown pennate diatom
9/20/2020,T7-20,Alexandrium spp.,0,Alexandrium spp.
9/20/2020,T7-20,Ceratium fusus,0,Ceratium fusus
9/20/2020,T7-20,Ceratium lineatum,35.73,unknown dinflagellate
9/20/2020,T7-20,Ceratium longipes,17.87,Ceratium longipes
9/20/2020,T7-20,Ceratium tripos,35.73,unknown dinflagellate
9/20/2020,T7-20,Dinophysis acuminata,0,Dinophysis spp.
9/20/2020,T7-20,Dinophysis fortii,0,Dinophysis spp.
9/20/2020,T7-20,Dinophysis norvegica,0,Dinophysis spp.
9/20/2020,T7-20,Dinophysis parva,0,Dinophysis spp.
9/20/2020,T7-20,Diplopeltopsis sp.,17.87,unknown dinoflagellate
9/20/2020,T7-20,Dissodinium pseudolumula,0,unknown dinoflagellate
9/20/2020,T7-20,Gonyaulax spinifera,71.47,Gonyaulax spp.
9/20/2020,T7-20,Gymnodinium spp.,0,unknown dinoflagellate
9/20/2020,T7-20,Heterocapsa triquetra,0,Heterocapsa triquetra
9/20/2020,T7-20,Karenia sp.,0,Karenia sp.
9/20/2020,T7-20,Kofoidinium sp.,0.63,Kofoidinium sp.
9/20/2020,T7-20,Phalacroma rotundatum,0,unknown dinoflagellate
9/20/2020,T7-20,Polykrikos schwarzii,0,unknown dinoflagellate
9/20/2020,T7-20,Prorocentrum micans,71.47,Prorocentrum spp.
9/20/2020,T7-20,Prorocentrum minimum,0,Prorocentrum spp.
9/20/2020,T7-20,Proroceratium reticulatum,0,unknown dinoflagellate
9/20/2020,T7-20,Protoperidinium spp.,17.87,Protoperidinium spp.
9/20/2020,T7-20,Pyrophacus horologium,0,unknown dinoflagellate
9/20/2020,T7-20,Scrippsiella trochoidea,35.73,Scrippsiella spp.
9/20/2020,T7-20,small dino,17.87,unknown dinoflagellate
9/20/2020,T7-20,Dictyocha speculum,232.27,Dictyocha spp.
9/20/2020,T7-20,Dictyocha fibula,0,Dictyocha fibula
9/20/2020,T7-20,naked ciliates,0,naked ciliates
9/20/2020,T7-20,tintinnids,35.73,tintinnids
9/20/2020,T7-20,Euglena,0,Euglena
9/20/2020,T6-4,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
9/20/2020,T6-4,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/20/2020,T6-4,Bacteriastrum spp.,375.2,Bacteriastrum spp.
9/20/2020,T6-4,Cerataulina pelagica,0,Cerataulina spp.
9/20/2020,T6-4,Chaetoceros spp.,7370.02,Chaetoceros spp.
9/20/2020,T6-4,Chaetoceros debilis,0,Chaetoceros spp.
9/20/2020,T6-4,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/20/2020,T6-4,Chaetoceros radicans,0,Chaetoceros spp.
9/20/2020,T6-4,Cocconeis sp.,0,Cocconeis sp.
9/20/2020,T6-4,Coscinodiscus spp.,80.4,Coscinodiscus spp.
9/20/2020,T6-4,Coscinodiscus joneisanus,0,Coscinodiscus joneisanus
9/20/2020,T6-4,Corethron sp.,0,Corethron sp.
9/20/2020,T6-4,Cylindrotheca closterium,187.6,Cylindrotheca closterium
9/20/2020,T6-4,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/20/2020,T6-4,Ditylium brightwellii,53.6,Ditylium spp.
9/20/2020,T6-4,Detonula pumila,134,Detonula spp.
9/20/2020,T6-4,Eucampia zodiacus,26.8,Eucampia spp.
9/20/2020,T6-4,Fragilariopsis spp.,0,Fragilariopsis spp.
9/20/2020,T6-4,Grammatophora spp.,0,Grammatophora spp.
9/20/2020,T6-4,Guinardia delicatula,0,Guinardia spp.
9/20/2020,T6-4,Guinardia striata,53.6,Guinardia spp.
9/20/2020,T6-4,Lauderia annulata,0,Lauderia annulata
9/20/2020,T6-4,Leptocylindrus danicus,0,Leptocylindrus spp.
9/20/2020,T6-4,Leptocylindrus medditerium,0,Leptocylindrus medditerium
9/20/2020,T6-4,Licmophora spp.,0,Licmophora spp.
9/20/2020,T6-4,Melosira moniliformis,0,Melosira spp.
9/20/2020,T6-4,Navicula spp.,0,Navicula spp.
9/20/2020,T6-4,Nitzschia spp.,455.6,Nitzschia spp.
9/20/2020,T6-4,Odontella spp.,0,Odontella spp.
9/20/2020,T6-4,Pinnulia sp.,0,unknown pennate diatom
9/20/2020,T6-4,Pleurosigma sp.,26.8,Pleurosigma spp.
9/20/2020,T6-4,Proboscia alata,0,unknown pennate diatom
9/20/2020,T6-4,Pseudo-nitzschia deli/p-deli,26.8,Pseudo-nitzschia spp.
9/20/2020,T6-4,Pseudo-nitzschia multi/pung,214.4,Pseudo-nitzschia spp.
9/20/2020,T6-4,Rhizosolenia setigera,160.8,Rhizosolenia spp.
9/20/2020,T6-4,Skeletonema costatum,750.4,Skeletonema spp.
9/20/2020,T6-4,Stephanopyxis spp.,0,Stephanopyxis spp.
9/20/2020,T6-4,Synedra sp.,26.8,unknown pennate diatom
9/20/2020,T6-4,Thalassionema nitzschioides,80.4,Thalassionema spp.
9/20/2020,T6-4,Thalassiosira spp.,1072,Thalassiosira spp.
9/20/2020,T6-4,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/20/2020,T6-4,Thalassiosira rotula,0,Thalassiosira spp.
9/20/2020,T6-4,Thalassiothrix longissum,26.8,unknown pennate diatom
9/20/2020,T6-4,Pennate diatoms,0,unknown pennate diatom
9/20/2020,T6-4,Alexandrium spp.,0,Alexandrium spp.
9/20/2020,T6-4,Ceratium fusus,0,Ceratium fusus
9/20/2020,T6-4,Ceratium lineatum,53.6,unknown dinflagellate
9/20/2020,T6-4,Ceratium longipes,53.6,Ceratium longipes
9/20/2020,T6-4,Ceratium tripos,0.63,unknown dinflagellate
9/20/2020,T6-4,Dinophysis acuminata,0,Dinophysis spp.
9/20/2020,T6-4,Dinophysis fortii,0,Dinophysis spp.
9/20/2020,T6-4,Dinophysis norvegica,0,Dinophysis spp.
9/20/2020,T6-4,Dinophysis parva,0,Dinophysis spp.
9/20/2020,T6-4,Diplopeltopsis sp.,26.8,unknown dinoflagellate
9/20/2020,T6-4,Dissodinium pseudolumula,0,unknown dinoflagellate
9/20/2020,T6-4,Gonyaulax spinifera,134,Gonyaulax spp.
9/20/2020,T6-4,Gymnodinium spp.,26.8,unknown dinoflagellate
9/20/2020,T6-4,Heterocapsa triquetra,26.8,Heterocapsa triquetra
9/20/2020,T6-4,Karenia sp.,0,Karenia sp.
9/20/2020,T6-4,Kofoidinium sp.,0,Kofoidinium sp.
9/20/2020,T6-4,Phalacroma rotundatum,0,unknown dinoflagellate
9/20/2020,T6-4,Polykrikos schwarzii,0,unknown dinoflagellate
9/20/2020,T6-4,Prorocentrum micans,26.8,Prorocentrum spp.
9/20/2020,T6-4,Prorocentrum minimum,0,Prorocentrum spp.
9/20/2020,T6-4,Proroceratium reticulatum,0,unknown dinoflagellate
9/20/2020,T6-4,Protoperidinium spp.,80.4,Protoperidinium spp.
9/20/2020,T6-4,Pyrophacus horologium,0,unknown dinoflagellate
9/20/2020,T6-4,Scrippsiella trochoidea,107.2,Scrippsiella spp.
9/20/2020,T6-4,small dino,26.8,unknown dinoflagellate
9/20/2020,T6-4,Dictyocha speculum,241.2,Dictyocha spp.
9/20/2020,T6-4,Dictyocha fibula,0,Dictyocha fibula
9/20/2020,T6-4,naked ciliates,0,naked ciliates
9/20/2020,T6-4,tintinnids,0,tintinnids
9/20/2020,T6-4,Euglena,0,Euglena
9/20/2020,KB03,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
9/20/2020,KB03,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/20/2020,KB03,Bacteriastrum spp.,3537.61,Bacteriastrum spp.
9/20/2020,KB03,Cerataulina pelagica,53.6,Cerataulina spp.
9/20/2020,KB03,Chaetoceros spp.,8522.42,Chaetoceros spp.
9/20/2020,KB03,Chaetoceros debilis,0,Chaetoceros spp.
9/20/2020,KB03,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/20/2020,KB03,Chaetoceros radicans,0,Chaetoceros spp.
9/20/2020,KB03,Cocconeis sp.,0,Cocconeis sp.
9/20/2020,KB03,Coscinodiscus spp.,0,Coscinodiscus spp.
9/20/2020,KB03,Coscinodiscus joneisanus,0,Coscinodiscus joneisanus
9/20/2020,KB03,Corethron sp.,0,Corethron sp.
9/20/2020,KB03,Cylindrotheca closterium,0,Cylindrotheca closterium
9/20/2020,KB03,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/20/2020,KB03,Ditylium brightwellii,0,Ditylium spp.
9/20/2020,KB03,Detonula pumila,0,Detonula spp.
9/20/2020,KB03,Eucampia zodiacus,0,Eucampia spp.
9/20/2020,KB03,Fragilariopsis spp.,0,Fragilariopsis spp.
9/20/2020,KB03,Grammatophora spp.,0,Grammatophora spp.
9/20/2020,KB03,Guinardia delicatula,0,Guinardia spp.
9/20/2020,KB03,Guinardia striata,0,Guinardia spp.
9/20/2020,KB03,Lauderia annulata,0,Lauderia annulata
9/20/2020,KB03,Leptocylindrus danicus,0,Leptocylindrus spp.
9/20/2020,KB03,Leptocylindrus medditerium,0,Leptocylindrus medditerium
9/20/2020,KB03,Licmophora spp.,0,Licmophora spp.
9/20/2020,KB03,Melosira moniliformis,0,Melosira spp.
9/20/2020,KB03,Navicula spp.,107.2,Navicula spp.
9/20/2020,KB03,Nitzschia spp.,1500.8,Nitzschia spp.
9/20/2020,KB03,Odontella spp.,0,Odontella spp.
9/20/2020,KB03,Pinnulia sp.,0,unknown pennate diatom
9/20/2020,KB03,Pleurosigma sp.,0,Pleurosigma spp.
9/20/2020,KB03,Proboscia alata,0,unknown pennate diatom
9/20/2020,KB03,Pseudo-nitzschia deli/p-deli,107.2,Pseudo-nitzschia spp.
9/20/2020,KB03,Pseudo-nitzschia multi/pung,589.6,Pseudo-nitzschia spp.
9/20/2020,KB03,Rhizosolenia setigera,53.6,Rhizosolenia spp.
9/20/2020,KB03,Skeletonema costatum,3966.41,Skeletonema spp.
9/20/2020,KB03,Stephanopyxis spp.,0,Stephanopyxis spp.
9/20/2020,KB03,Synedra sp.,0,unknown pennate diatom
9/20/2020,KB03,Thalassionema nitzschioides,482.4,Thalassionema spp.
9/20/2020,KB03,Thalassiosira spp.,428.8,Thalassiosira spp.
9/20/2020,KB03,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/20/2020,KB03,Thalassiosira rotula,0,Thalassiosira spp.
9/20/2020,KB03,Thalassiothrix longissum,53.6,unknown pennate diatom
9/20/2020,KB03,Pennate diatoms,0,unknown pennate diatom
9/20/2020,KB03,Alexandrium spp.,0,Alexandrium spp.
9/20/2020,KB03,Ceratium fusus,0,Ceratium fusus
9/20/2020,KB03,Ceratium lineatum,53.6,unknown dinflagellate
9/20/2020,KB03,Ceratium longipes,53.6,Ceratium longipes
9/20/2020,KB03,Ceratium tripos,0,unknown dinflagellate
9/20/2020,KB03,Dinophysis acuminata,0,Dinophysis spp.
9/20/2020,KB03,Dinophysis fortii,0.63,Dinophysis spp.
9/20/2020,KB03,Dinophysis norvegica,0,Dinophysis spp.
9/20/2020,KB03,Dinophysis parva,0,Dinophysis spp.
9/20/2020,KB03,Diplopeltopsis sp.,53.6,unknown dinoflagellate
9/20/2020,KB03,Dissodinium pseudolumula,0,unknown dinoflagellate
9/20/2020,KB03,Gonyaulax spinifera,0,Gonyaulax spp.
9/20/2020,KB03,Gymnodinium spp.,0,unknown dinoflagellate
9/20/2020,KB03,Heterocapsa triquetra,0,Heterocapsa triquetra
9/20/2020,KB03,Karenia sp.,0,Karenia sp.
9/20/2020,KB03,Kofoidinium sp.,0,Kofoidinium sp.
9/20/2020,KB03,Phalacroma rotundatum,0,unknown dinoflagellate
9/20/2020,KB03,Polykrikos schwarzii,0.63,unknown dinoflagellate
9/20/2020,KB03,Prorocentrum micans,0,Prorocentrum spp.
9/20/2020,KB03,Prorocentrum minimum,0,Prorocentrum spp.
9/20/2020,KB03,Proroceratium reticulatum,0,unknown dinoflagellate
9/20/2020,KB03,Protoperidinium spp.,0.63,Protoperidinium spp.
9/20/2020,KB03,Pyrophacus horologium,0,unknown dinoflagellate
9/20/2020,KB03,Scrippsiella trochoidea,0,Scrippsiella spp.
9/20/2020,KB03,small dino,53.6,unknown dinoflagellate
9/20/2020,KB03,Dictyocha speculum,214.4,Dictyocha spp.
9/20/2020,KB03,Dictyocha fibula,0,Dictyocha fibula
9/20/2020,KB03,naked ciliates,0,naked ciliates
9/20/2020,KB03,tintinnids,53.6,tintinnids
9/20/2020,KB03,Euglena,0,Euglena
9/21/2020,KB10,Actinoptychus senarius,0,unknown centric diatom (non-chain forming)
9/21/2020,KB10,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/21/2020,KB10,Bacteriastrum spp.,911.2,Bacteriastrum spp.
9/21/2020,KB10,Cerataulina pelagica,0,Cerataulina spp.
9/21/2020,KB10,Chaetoceros spp.,2251.21,Chaetoceros spp.
9/21/2020,KB10,Chaetoceros debilis,0,Chaetoceros spp.
9/21/2020,KB10,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/21/2020,KB10,Chaetoceros radicans,0,Chaetoceros spp.
9/21/2020,KB10,Cocconeis sp.,0,Cocconeis sp.
9/21/2020,KB10,Coscinodiscus spp.,26.8,Coscinodiscus spp.
9/21/2020,KB10,Coscinodiscus joneisanus,0,Coscinodiscus joneisanus
9/21/2020,KB10,Corethron sp.,0,Corethron sp.
9/21/2020,KB10,Cylindrotheca closterium,0,Cylindrotheca closterium
9/21/2020,KB10,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/21/2020,KB10,Ditylium brightwellii,0,Ditylium spp.
9/21/2020,KB10,Detonula pumila,0,Detonula spp.
9/21/2020,KB10,Eucampia zodiacus,0,Eucampia spp.
9/21/2020,KB10,Fragilariopsis spp.,0,Fragilariopsis spp.
9/21/2020,KB10,Grammatophora spp.,0,Grammatophora spp.
9/21/2020,KB10,Guinardia delicatula,0,Guinardia spp.
9/21/2020,KB10,Guinardia striata,0,Guinardia spp.
9/21/2020,KB10,Lauderia annulata,0,Lauderia annulata
9/21/2020,KB10,Leptocylindrus danicus,0,Leptocylindrus spp.
9/21/2020,KB10,Leptocylindrus medditerium,0,Leptocylindrus medditerium
9/21/2020,KB10,Licmophora spp.,0,Licmophora spp.
9/21/2020,KB10,Melosira moniliformis,0,Melosira spp.
9/21/2020,KB10,Navicula spp.,0,Navicula spp.
9/21/2020,KB10,Nitzschia spp.,160.8,Nitzschia spp.
9/21/2020,KB10,Odontella spp.,0,Odontella spp.
9/21/2020,KB10,Pinnulia sp.,0,unknown pennate diatom
9/21/2020,KB10,Pleurosigma sp.,0,Pleurosigma spp.
9/21/2020,KB10,Proboscia alata,0,unknown pennate diatom
9/21/2020,KB10,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
