Date,High Tide 1,High Tide 2,Low Tide 1,Low Tide 2
"2014-01-16 00:00","1899-12-30 02:50","1899-12-30 14:28","1899-12-30 08:27","1899-12-30 20:52"
"2014-01-17 00:00","1899-12-30 03:20","1899-12-30 15:02","1899-12-30 09:02","1899-12-30 21:22"
"2014-01-18 00:00","1899-12-30 03:50","1899-12-30 15:36","1899-12-30 09:36","1899-12-30 21:53"
"2014-01-19 00:00","1899-12-30 04:20","1899-12-30 16:11","1899-12-30 10:11","1899-12-30 22:25"
"2014-01-20 00:00","1899-12-30 04:50","1899-12-30 16:47","1899-12-30 10:47","1899-12-30 22:58"
"2014-01-21 00:00","1899-12-30 05:21","1899-12-30 17:27","1899-12-30 11:26","1899-12-30 23:33"
"2014-01-22 00:00","1899-12-30 05:56","1899-12-30 18:14","1899-12-30 12:11","1899-12-30 12:11"
"2014-01-23 00:00","1899-12-30 06:37","1899-12-30 19:15","1899-12-30 00:14","1899-12-30 13:05"
"2014-01-24 00:00","1899-12-30 07:28","1899-12-30 20:35","1899-12-30 01:05","1899-12-30 14:14"
"2014-01-25 00:00","1899-12-30 08:33","1899-12-30 22:06","1899-12-30 02:12","1899-12-30 15:33"
"2014-01-26 00:00","1899-12-30 09:47","1899-12-30 23:24","1899-12-30 03:33","1899-12-30 16:48"
"2014-01-27 00:00","1899-12-30 10:58",,"1899-12-30 04:50","1899-12-30 17:51"
"2014-01-28 00:00","1899-12-30 00:24","1899-12-30 12:01","1899-12-30 05:56","1899-12-30 18:43"
"2014-01-29 00:00","1899-12-30 01:15","1899-12-30 12:57","1899-12-30 06:52","1899-12-30 19:30"
"2014-01-30 00:00","1899-12-30 02:00","1899-12-30 13:48","1899-12-30 07:42","1899-12-30 20:14"
"2014-01-31 00:00","1899-12-30 02:43","1899-12-30 14:37","1899-12-30 08:29","1899-12-30 20:57"
"2014-02-01 00:00","1899-12-30 03:24","1899-12-30 15:23","1899-12-30 09:15","1899-12-30 21:39"
"2014-02-02 00:00","1899-12-30 04:05","1899-12-30 16:10","1899-12-30 10:01","1899-12-30 22:20"
"2014-02-03 00:00","1899-12-30 04:45","1899-12-30 16:56","1899-12-30 10:47","1899-12-30 23:02"
"2014-02-04 00:00","1899-12-30 05:26","1899-12-30 17:45","1899-12-30 11:35","1899-12-30 23:45"
"2014-02-05 00:00","1899-12-30 06:09","1899-12-30 18:40","1899-12-30 12:28",
"2014-02-06 00:00","1899-12-30 06:57","1899-12-30 19:47","1899-12-30 00:33","1899-12-30 13:29"
"2014-02-07 00:00","1899-12-30 07:53","1899-12-30 21:15","1899-12-30 01:29","1899-12-30 14:44"
"2014-02-08 00:00","1899-12-30 09:05","1899-12-30 22:51","1899-12-30 02:40","1899-12-30 16:14"
"2014-02-09 00:00","1899-12-30 10:23",,"1899-12-30 04:08","1899-12-30 17:29"
"2014-02-10 00:00","1899-12-30 00:03","1899-12-30 11:30","1899-12-30 05:26","1899-12-30 18:20"
"2014-02-11 00:00","1899-12-30 00:50","1899-12-30 12:21","1899-12-30 06:20","1899-12-30 18:58"
"2014-02-12 00:00","1899-12-30 01:25","1899-12-30 13:02","1899-12-30 07:01","1899-12-30 19:30"
"2014-02-13 00:00","1899-12-30 01:56","1899-12-30 13:38","1899-12-30 07:36","1899-12-30 20:00"
"2014-02-14 00:00","1899-12-30 02:24","1899-12-30 14:12","1899-12-30 08:09","1899-12-30 20:29"
"2014-02-15 00:00","1899-12-30 02:52","1899-12-30 14:46","1899-12-30 08:41","1899-12-30 20:58"
"2014-02-16 00:00","1899-12-30 03:19","1899-12-30 15:20","1899-12-30 09:14","1899-12-30 21:28"
"2014-02-17 00:00","1899-12-30 03:47","1899-12-30 15:54","1899-12-30 09:47","1899-12-30 21:59"
"2014-02-18 00:00","1899-12-30 04:15","1899-12-30 16:29","1899-12-30 10:21","1899-12-30 22:31"
"2014-02-19 00:00","1899-12-30 04:45","1899-12-30 17:08","1899-12-30 10:58","1899-12-30 23:06"
"2014-02-20 00:00","1899-12-30 05:18","1899-12-30 17:52","1899-12-30 11:39","1899-12-30 23:45"
"2014-02-21 00:00","1899-12-30 05:57","1899-12-30 18:49","1899-12-30 12:30",
"2014-02-22 00:00","1899-12-30 06:47","1899-12-30 20:06","1899-12-30 00:34","1899-12-30 13:35"
"2014-02-23 00:00","1899-12-30 07:55","1899-12-30 21:41","1899-12-30 01:42","1899-12-30 14:57"
"2014-02-24 00:00","1899-12-30 09:19","1899-12-30 23:04","1899-12-30 03:08","1899-12-30 16:22"
"2014-02-25 00:00","1899-12-30 10:42",,"1899-12-30 04:34","1899-12-30 17:31"
"2014-02-26 00:00","1899-12-30 00:05","1899-12-30 11:50","1899-12-30 05:44","1899-12-30 18:26"
"2014-02-27 00:00","1899-12-30 00:55","1899-12-30 12:48","1899-12-30 06:40","1899-12-30 19:13"
"2014-02-28 00:00","1899-12-30 01:38","1899-12-30 13:39","1899-12-30 07:29","1899-12-30 19:56"
"2014-03-01 00:00","1899-12-30 02:19","1899-12-30 14:26","1899-12-30 08:14","1899-12-30 20:37"
"2014-03-02 00:00","1899-12-30 02:58","1899-12-30 15:11","1899-12-30 08:58","1899-12-30 21:16"
"2014-03-03 00:00","1899-12-30 03:36","1899-12-30 15:55","1899-12-30 09:41","1899-12-30 21:56"
"2014-03-04 00:00","1899-12-30 04:14","1899-12-30 16:38","1899-12-30 10:23","1899-12-30 22:35"
"2014-03-05 00:00","1899-12-30 04:51","1899-12-30 17:23","1899-12-30 11:07","1899-12-30 23:16"
"2014-03-06 00:00","1899-12-30 05:30","1899-12-30 18:12","1899-12-30 11:53","1899-12-30 23:59"
"2014-03-07 00:00","1899-12-30 06:12","1899-12-30 19:11","1899-12-30 12:46",
"2014-03-08 00:00","1899-12-30 07:03","1899-12-30 20:31","1899-12-30 00:51","1899-12-30 13:52"
"2014-03-09 00:00","1899-12-30 09:12","1899-12-30 23:10","1899-12-30 01:59","1899-12-30 16:21"
"2014-03-10 00:00","1899-12-30 10:42",,"1899-12-30 04:33","1899-12-30 17:50"
"2014-03-11 00:00","1899-12-30 00:28","1899-12-30 12:02","1899-12-30 06:02","1899-12-30 18:48"
"2014-03-12 00:00","1899-12-30 01:16","1899-12-30 12:57","1899-12-30 06:59","1899-12-30 19:28"
"2014-03-13 00:00","1899-12-30 01:51","1899-12-30 13:40","1899-12-30 07:39","1899-12-30 20:00"
"2014-03-14 00:00","1899-12-30 02:21","1899-12-30 14:17","1899-12-30 08:13","1899-12-30 20:30"
"2014-03-15 00:00","1899-12-30 02:49","1899-12-30 14:52","1899-12-30 08:45","1899-12-30 20:59"
"2014-03-16 00:00","1899-12-30 03:16","1899-12-30 15:27","1899-12-30 09:17","1899-12-30 21:30"
"2014-03-17 00:00","1899-12-30 03:44","1899-12-30 16:02","1899-12-30 09:50","1899-12-30 22:01"
"2014-03-18 00:00","1899-12-30 04:13","1899-12-30 16:37","1899-12-30 10:23","1899-12-30 22:33"
"2014-03-19 00:00","1899-12-30 04:42","1899-12-30 17:14","1899-12-30 10:58","1899-12-30 23:08"
"2014-03-20 00:00","1899-12-30 05:14","1899-12-30 17:54","1899-12-30 11:35","1899-12-30 23:45"
"2014-03-21 00:00","1899-12-30 05:49","1899-12-30 18:40","1899-12-30 12:17",
"2014-03-22 00:00","1899-12-30 06:31","1899-12-30 19:37","1899-12-30 00:27","1899-12-30 13:08"
"2014-03-23 00:00","1899-12-30 07:23","1899-12-30 20:52","1899-12-30 01:19","1899-12-30 14:11"
"2014-03-24 00:00","1899-12-30 08:34","1899-12-30 22:20","1899-12-30 02:29","1899-12-30 15:30"
"2014-03-25 00:00","1899-12-30 10:04","1899-12-30 23:39","1899-12-30 03:56","1899-12-30 16:55"
"2014-03-26 00:00","1899-12-30 11:31",,"1899-12-30 05:22","1899-12-30 18:07"
"2014-03-27 00:00","1899-12-30 00:40","1899-12-30 12:40","1899-12-30 06:31","1899-12-30 19:03"
"2014-03-28 00:00","1899-12-30 01:29","1899-12-30 13:38","1899-12-30 07:26","1899-12-30 19:50"
"2014-03-29 00:00","1899-12-30 02:12","1899-12-30 14:28","1899-12-30 08:14","1899-12-30 20:33"
"2014-03-30 00:00","1899-12-30 02:51","1899-12-30 15:14","1899-12-30 08:58","1899-12-30 21:14"
"2014-03-31 00:00","1899-12-30 03:29","1899-12-30 15:57","1899-12-30 09:39","1899-12-30 21:53"
"2014-04-01 00:00","1899-12-30 04:06","1899-12-30 16:39","1899-12-30 10:19","1899-12-30 22:31"
"2014-04-02 00:00","1899-12-30 04:42","1899-12-30 17:21","1899-12-30 10:59","1899-12-30 23:10"
"2014-04-03 00:00","1899-12-30 05:18","1899-12-30 18:03","1899-12-30 11:40","1899-12-30 23:49"
"2014-04-04 00:00","1899-12-30 05:55","1899-12-30 18:48","1899-12-30 12:22",
"2014-04-05 00:00","1899-12-30 06:34","1899-12-30 19:41","1899-12-30 00:31","1899-12-30 13:09"
"2014-04-06 00:00","1899-12-30 07:21","1899-12-30 20:48","1899-12-30 01:21","1899-12-30 14:05"
"2014-04-07 00:00","1899-12-30 08:24","1899-12-30 22:12","1899-12-30 02:25","1899-12-30 15:18"
"2014-04-08 00:00","1899-12-30 09:50","1899-12-30 23:30","1899-12-30 03:51","1899-12-30 16:43"
"2014-04-09 00:00","1899-12-30 11:17",,"1899-12-30 05:22","1899-12-30 17:52"
"2014-04-10 00:00","1899-12-30 00:23","1899-12-30 12:21","1899-12-30 06:23","1899-12-30 18:40"
"2014-04-11 00:00","1899-12-30 01:02","1899-12-30 13:09","1899-12-30 07:06","1899-12-30 19:17"
"2014-04-12 00:00","1899-12-30 01:35","1899-12-30 13:50","1899-12-30 07:43","1899-12-30 19:52"
"2014-04-13 00:00","1899-12-30 02:05","1899-12-30 14:28","1899-12-30 08:17","1899-12-30 20:25"
"2014-04-14 00:00","1899-12-30 02:36","1899-12-30 15:06","1899-12-30 08:50","1899-12-30 20:59"
"2014-04-15 00:00","1899-12-30 03:07","1899-12-30 15:43","1899-12-30 09:25","1899-12-30 21:34"
"2014-04-16 00:00","1899-12-30 03:40","1899-12-30 16:22","1899-12-30 10:00","1899-12-30 22:10"
"2014-04-17 00:00","1899-12-30 04:14","1899-12-30 17:02","1899-12-30 10:38","1899-12-30 22:48"
"2014-04-18 00:00","1899-12-30 04:50","1899-12-30 17:46","1899-12-30 11:18","1899-12-30 23:30"
"2014-04-19 00:00","1899-12-30 05:30","1899-12-30 18:34","1899-12-30 12:03",
"2014-04-20 00:00","1899-12-30 06:16","1899-12-30 19:32","1899-12-30 00:17","1899-12-30 12:54"
"2014-04-21 00:00","1899-12-30 07:13","1899-12-30 20:40","1899-12-30 01:14","1899-12-30 13:55"
"2014-04-22 00:00","1899-12-30 08:25","1899-12-30 21:57","1899-12-30 02:24","1899-12-30 15:07"
"2014-04-23 00:00","1899-12-30 09:52","1899-12-30 23:08","1899-12-30 03:47","1899-12-30 16:25"
"2014-04-24 00:00","1899-12-30 11:17",,"1899-12-30 05:08","1899-12-30 17:36"
"2014-04-25 00:00","1899-12-30 00:08","1899-12-30 12:27","1899-12-30 06:16","1899-12-30 18:35"
"2014-04-26 00:00","1899-12-30 00:58","1899-12-30 13:25","1899-12-30 07:10","1899-12-30 19:24"
"2014-04-27 00:00","1899-12-30 01:42","1899-12-30 14:16","1899-12-30 07:57","1899-12-30 20:09"
"2014-04-28 00:00","1899-12-30 02:22","1899-12-30 15:01","1899-12-30 08:40","1899-12-30 20:50"
"2014-04-29 00:00","1899-12-30 03:01","1899-12-30 15:44","1899-12-30 09:20","1899-12-30 21:30"
"2014-04-30 00:00","1899-12-30 03:38","1899-12-30 16:25","1899-12-30 09:59","1899-12-30 22:08"
"2014-05-01 00:00","1899-12-30 04:14","1899-12-30 17:05","1899-12-30 10:37","1899-12-30 22:47"
"2014-05-02 00:00","1899-12-30 04:50","1899-12-30 17:45","1899-12-30 11:16","1899-12-30 23:26"
"2014-05-03 00:00","1899-12-30 05:26","1899-12-30 18:28","1899-12-30 11:55",
"2014-05-04 00:00","1899-12-30 06:05","1899-12-30 19:14","1899-12-30 00:08","1899-12-30 12:38"
"2014-05-05 00:00","1899-12-30 06:50","1899-12-30 20:09","1899-12-30 00:56","1899-12-30 13:25"
"2014-05-06 00:00","1899-12-30 07:46","1899-12-30 21:12","1899-12-30 01:53","1899-12-30 14:22"
"2014-05-07 00:00","1899-12-30 08:58","1899-12-30 22:18","1899-12-30 03:05","1899-12-30 15:28"
"2014-05-08 00:00","1899-12-30 10:19","1899-12-30 23:15","1899-12-30 04:24","1899-12-30 16:36"
"2014-05-09 00:00","1899-12-30 11:32",,"1899-12-30 05:33","1899-12-30 17:36"
"2014-05-10 00:00","1899-12-30 00:01","1899-12-30 12:30","1899-12-30 06:24","1899-12-30 18:25"
"2014-05-11 00:00","1899-12-30 00:41","1899-12-30 13:18","1899-12-30 07:07","1899-12-30 19:08"
"2014-05-12 00:00","1899-12-30 01:18","1899-12-30 14:02","1899-12-30 07:45","1899-12-30 19:49"
"2014-05-13 00:00","1899-12-30 01:55","1899-12-30 14:45","1899-12-30 08:23","1899-12-30 20:29"
"2014-05-14 00:00","1899-12-30 02:32","1899-12-30 15:26","1899-12-30 09:02","1899-12-30 21:09"
"2014-05-15 00:00","1899-12-30 03:11","1899-12-30 16:09","1899-12-30 09:41","1899-12-30 21:50"
"2014-05-16 00:00","1899-12-30 03:51","1899-12-30 16:52","1899-12-30 10:22","1899-12-30 22:33"
"2014-05-17 00:00","1899-12-30 04:33","1899-12-30 17:38","1899-12-30 11:05","1899-12-30 23:19"
"2014-05-18 00:00","1899-12-30 05:19","1899-12-30 18:27","1899-12-30 11:51",
"2014-05-19 00:00","1899-12-30 06:09","1899-12-30 19:21","1899-12-30 00:10","1899-12-30 12:42"
"2014-05-20 00:00","1899-12-30 07:07","1899-12-30 20:22","1899-12-30 01:08","1899-12-30 13:39"
"2014-05-21 00:00","1899-12-30 08:17","1899-12-30 21:27","1899-12-30 02:15","1899-12-30 14:42"
"2014-05-22 00:00","1899-12-30 09:37","1899-12-30 22:32","1899-12-30 03:31","1899-12-30 15:52"
"2014-05-23 00:00","1899-12-30 10:59","1899-12-30 23:32","1899-12-30 04:48","1899-12-30 17:01"
"2014-05-24 00:00","1899-12-30 12:11","1899-12-30 12:11","1899-12-30 05:56","1899-12-30 18:03"
"2014-05-25 00:00","1899-12-30 00:25","1899-12-30 13:12","1899-12-30 06:53","1899-12-30 18:57"
"2014-05-26 00:00","1899-12-30 01:12","1899-12-30 14:04","1899-12-30 07:41","1899-12-30 19:45"
"2014-05-27 00:00","1899-12-30 01:55","1899-12-30 14:50","1899-12-30 08:24","1899-12-30 20:29"
"2014-05-28 00:00","1899-12-30 02:35","1899-12-30 15:32","1899-12-30 09:04","1899-12-30 21:09"
"2014-05-29 00:00","1899-12-30 03:13","1899-12-30 16:12","1899-12-30 09:42","1899-12-30 21:49"
"2014-05-30 00:00","1899-12-30 03:50","1899-12-30 16:50","1899-12-30 10:18","1899-12-30 22:27"
"2014-05-31 00:00","1899-12-30 04:27","1899-12-30 17:28","1899-12-30 10:55","1899-12-30 23:06"
"2014-06-01 00:00","1899-12-30 05:04","1899-12-30 18:06","1899-12-30 11:32","1899-12-30 23:47"
"2014-06-02 00:00","1899-12-30 05:42","1899-12-30 18:46","1899-12-30 12:10",
"2014-06-03 00:00","1899-12-30 06:24","1899-12-30 19:29","1899-12-30 00:31","1899-12-30 12:51"
"2014-06-04 00:00","1899-12-30 07:12","1899-12-30 20:16","1899-12-30 01:20","1899-12-30 13:35"
"2014-06-05 00:00","1899-12-30 08:11","1899-12-30 21:09","1899-12-30 02:18","1899-12-30 14:27"
"2014-06-06 00:00","1899-12-30 09:21","1899-12-30 22:03","1899-12-30 03:24","1899-12-30 15:26"
"2014-06-07 00:00","1899-12-30 10:37","1899-12-30 22:56","1899-12-30 04:33","1899-12-30 16:28"
"2014-06-08 00:00","1899-12-30 11:46","1899-12-30 23:46","1899-12-30 05:35","1899-12-30 17:29"
"2014-06-09 00:00","1899-12-30 12:46","1899-12-30 12:46","1899-12-30 06:28","1899-12-30 18:24"
"2014-06-10 00:00","1899-12-30 00:33","1899-12-30 13:37","1899-12-30 07:15","1899-12-30 19:15"
"2014-06-11 00:00","1899-12-30 01:18","1899-12-30 14:25","1899-12-30 07:58","1899-12-30 20:02"
"2014-06-12 00:00","1899-12-30 02:04","1899-12-30 15:11","1899-12-30 08:41","1899-12-30 20:48"
"2014-06-13 00:00","1899-12-30 02:49","1899-12-30 15:55","1899-12-30 09:24","1899-12-30 21:34"
"2014-06-14 00:00","1899-12-30 03:35","1899-12-30 16:40","1899-12-30 10:07","1899-12-30 22:20"
"2014-06-15 00:00","1899-12-30 04:22","1899-12-30 17:25","1899-12-30 10:52","1899-12-30 23:08"
"2014-06-16 00:00","1899-12-30 05:10","1899-12-30 18:12","1899-12-30 11:38","1899-12-30 23:59"
"2014-06-17 00:00","1899-12-30 06:02","1899-12-30 19:02","1899-12-30 12:26",
"2014-06-18 00:00","1899-12-30 06:58","1899-12-30 19:55","1899-12-30 00:55","1899-12-30 13:17"
"2014-06-19 00:00","1899-12-30 08:02","1899-12-30 20:52","1899-12-30 01:57","1899-12-30 14:14"
"2014-06-20 00:00","1899-12-30 09:16","1899-12-30 21:53","1899-12-30 03:07","1899-12-30 15:17"
"2014-06-21 00:00","1899-12-30 10:36","1899-12-30 22:55","1899-12-30 04:21","1899-12-30 16:24"
"2014-06-22 00:00","1899-12-30 11:54","1899-12-30 23:53","1899-12-30 05:34","1899-12-30 17:32"
"2014-06-23 00:00","1899-12-30 13:01","1899-12-30 13:01","1899-12-30 06:36","1899-12-30 18:33"
"2014-06-24 00:00","1899-12-30 00:46","1899-12-30 13:55","1899-12-30 07:27","1899-12-30 19:26"
"2014-06-25 00:00","1899-12-30 01:33","1899-12-30 14:41","1899-12-30 08:11","1899-12-30 20:12"
"2014-06-26 00:00","1899-12-30 02:16","1899-12-30 15:21","1899-12-30 08:50","1899-12-30 20:53"
"2014-06-27 00:00","1899-12-30 02:55","1899-12-30 15:57","1899-12-30 09:26","1899-12-30 21:31"
"2014-06-28 00:00","1899-12-30 03:33","1899-12-30 16:32","1899-12-30 10:00","1899-12-30 22:09"
"2014-06-29 00:00","1899-12-30 04:09","1899-12-30 17:06","1899-12-30 10:34","1899-12-30 22:46"
"2014-06-30 00:00","1899-12-30 04:45","1899-12-30 17:39","1899-12-30 11:08","1899-12-30 23:24"
"2014-07-01 00:00","1899-12-30 05:22","1899-12-30 18:13","1899-12-30 11:42",
"2014-07-02 00:00","1899-12-30 06:00","1899-12-30 18:48","1899-12-30 00:03","1899-12-30 12:17"
"2014-07-03 00:00","1899-12-30 06:42","1899-12-30 19:25","1899-12-30 00:45","1899-12-30 12:55"
"2014-07-04 00:00","1899-12-30 07:31","1899-12-30 20:08","1899-12-30 01:33","1899-12-30 13:37"
"2014-07-05 00:00","1899-12-30 08:31","1899-12-30 20:57","1899-12-30 02:29","1899-12-30 14:27"
"2014-07-06 00:00","1899-12-30 09:45","1899-12-30 21:54","1899-12-30 03:34","1899-12-30 15:29"
"2014-07-07 00:00","1899-12-30 11:04","1899-12-30 22:55","1899-12-30 04:44","1899-12-30 16:38"
"2014-07-08 00:00","1899-12-30 12:16","1899-12-30 23:54","1899-12-30 05:50","1899-12-30 17:46"
"2014-07-09 00:00","1899-12-30 13:15","1899-12-30 13:15","1899-12-30 06:46","1899-12-30 18:47"
"2014-07-10 00:00","1899-12-30 00:50","1899-12-30 14:07","1899-12-30 07:37","1899-12-30 19:41"
"2014-07-11 00:00","1899-12-30 01:43","1899-12-30 14:54","1899-12-30 08:23","1899-12-30 20:31"
"2014-07-12 00:00","1899-12-30 02:34","1899-12-30 15:38","1899-12-30 09:08","1899-12-30 21:19"
"2014-07-13 00:00","1899-12-30 03:23","1899-12-30 16:22","1899-12-30 09:52","1899-12-30 22:06"
"2014-07-14 00:00","1899-12-30 04:12","1899-12-30 17:05","1899-12-30 10:35","1899-12-30 22:54"
"2014-07-15 00:00","1899-12-30 05:00","1899-12-30 17:49","1899-12-30 11:19","1899-12-30 23:43"
"2014-07-16 00:00","1899-12-30 05:50","1899-12-30 18:34","1899-12-30 12:04",
"2014-07-17 00:00","1899-12-30 06:43","1899-12-30 19:21","1899-12-30 00:35","1899-12-30 12:52"
"2014-07-18 00:00","1899-12-30 07:42","1899-12-30 20:13","1899-12-30 01:32","1899-12-30 13:43"
"2014-07-19 00:00","1899-12-30 08:50","1899-12-30 21:12","1899-12-30 02:36","1899-12-30 14:41"
"2014-07-20 00:00","1899-12-30 10:11","1899-12-30 22:18","1899-12-30 03:50","1899-12-30 15:49"
"2014-07-21 00:00","1899-12-30 11:37","1899-12-30 23:25","1899-12-30 05:09","1899-12-30 17:05"
"2014-07-22 00:00","1899-12-30 12:50","1899-12-30 12:50","1899-12-30 06:19","1899-12-30 18:16"
"2014-07-23 00:00","1899-12-30 00:27","1899-12-30 13:45","1899-12-30 07:15","1899-12-30 19:13"
"2014-07-24 00:00","1899-12-30 01:18","1899-12-30 14:28","1899-12-30 07:58","1899-12-30 19:59"
"2014-07-25 00:00","1899-12-30 02:02","1899-12-30 15:04","1899-12-30 08:35","1899-12-30 20:38"
"2014-07-26 00:00","1899-12-30 02:41","1899-12-30 15:36","1899-12-30 09:08","1899-12-30 21:14"
"2014-07-27 00:00","1899-12-30 03:17","1899-12-30 16:07","1899-12-30 09:39","1899-12-30 21:49"
"2014-07-28 00:00","1899-12-30 03:52","1899-12-30 16:36","1899-12-30 10:10","1899-12-30 22:23"
"2014-07-29 00:00","1899-12-30 04:26","1899-12-30 17:06","1899-12-30 10:41","1899-12-30 22:58"
"2014-07-30 00:00","1899-12-30 05:01","1899-12-30 17:35","1899-12-30 11:13","1899-12-30 23:33"
"2014-07-31 00:00","1899-12-30 05:36","1899-12-30 18:06","1899-12-30 11:45",
"2014-08-01 00:00","1899-12-30 06:14","1899-12-30 18:38","1899-12-30 00:10","1899-12-30 12:19"
"2014-08-02 00:00","1899-12-30 06:58","1899-12-30 19:16","1899-12-30 00:52","1899-12-30 12:57"
"2014-08-03 00:00","1899-12-30 07:52","1899-12-30 20:02","1899-12-30 01:41","1899-12-30 13:43"
"2014-08-04 00:00","1899-12-30 09:03","1899-12-30 21:02","1899-12-30 02:42","1899-12-30 14:43"
"2014-08-05 00:00","1899-12-30 10:30","1899-12-30 22:14","1899-12-30 03:58","1899-12-30 15:59"
"2014-08-06 00:00","1899-12-30 11:51","1899-12-30 23:26","1899-12-30 05:15","1899-12-30 17:18"
"2014-08-07 00:00","1899-12-30 12:55","1899-12-30 12:55","1899-12-30 06:22","1899-12-30 18:27"
"2014-08-08 00:00","1899-12-30 00:32","1899-12-30 13:47","1899-12-30 07:17","1899-12-30 19:25"
"2014-08-09 00:00","1899-12-30 01:30","1899-12-30 14:33","1899-12-30 08:05","1899-12-30 20:16"
"2014-08-10 00:00","1899-12-30 02:22","1899-12-30 15:16","1899-12-30 08:50","1899-12-30 21:04"
"2014-08-11 00:00","1899-12-30 03:12","1899-12-30 15:58","1899-12-30 09:32","1899-12-30 21:50"
"2014-08-12 00:00","1899-12-30 04:00","1899-12-30 16:39","1899-12-30 10:15","1899-12-30 22:36"
"2014-08-13 00:00","1899-12-30 04:47","1899-12-30 17:20","1899-12-30 10:57","1899-12-30 23:22"
"2014-08-14 00:00","1899-12-30 05:35","1899-12-30 18:01","1899-12-30 11:39",
"2014-08-15 00:00","1899-12-30 06:24","1899-12-30 18:45","1899-12-30 00:11","1899-12-30 12:24"
"2014-08-16 00:00","1899-12-30 07:19","1899-12-30 19:33","1899-12-30 01:03","1899-12-30 13:12"
"2014-08-17 00:00","1899-12-30 08:23","1899-12-30 20:30","1899-12-30 02:02","1899-12-30 14:08"
"2014-08-18 00:00","1899-12-30 09:44","1899-12-30 21:40","1899-12-30 03:13","1899-12-30 15:17"
"2014-08-19 00:00","1899-12-30 11:17","1899-12-30 23:00","1899-12-30 04:39","1899-12-30 16:42"
"2014-08-20 00:00","1899-12-30 12:33","1899-12-30 12:33","1899-12-30 05:59","1899-12-30 18:04"
"2014-08-21 00:00","1899-12-30 00:11","1899-12-30 13:26","1899-12-30 06:58","1899-12-30 19:02"
"2014-08-22 00:00","1899-12-30 01:05","1899-12-30 14:05","1899-12-30 07:40","1899-12-30 19:45"
"2014-08-23 00:00","1899-12-30 01:48","1899-12-30 14:37","1899-12-30 08:14","1899-12-30 20:21"
"2014-08-24 00:00","1899-12-30 02:25","1899-12-30 15:06","1899-12-30 08:44","1899-12-30 20:54"
"2014-08-25 00:00","1899-12-30 02:59","1899-12-30 15:34","1899-12-30 09:13","1899-12-30 21:26"
"2014-08-26 00:00","1899-12-30 03:32","1899-12-30 16:01","1899-12-30 09:42","1899-12-30 21:58"
"2014-08-27 00:00","1899-12-30 04:06","1899-12-30 16:29","1899-12-30 10:12","1899-12-30 22:31"
"2014-08-28 00:00","1899-12-30 04:39","1899-12-30 16:57","1899-12-30 10:43","1899-12-30 23:04"
"2014-08-29 00:00","1899-12-30 05:14","1899-12-30 17:26","1899-12-30 11:14","1899-12-30 23:39"
"2014-08-30 00:00","1899-12-30 05:51","1899-12-30 17:57","1899-12-30 11:48","1899-12-30 11:48"
"2014-08-31 00:00","1899-12-30 06:33","1899-12-30 18:34","1899-12-30 00:18","1899-12-30 12:25"
"2014-09-01 00:00","1899-12-30 07:25","1899-12-30 19:20","1899-12-30 01:04","1899-12-30 13:11"
"2014-09-02 00:00","1899-12-30 08:36","1899-12-30 20:23","1899-12-30 02:03","1899-12-30 14:14"
"2014-09-03 00:00","1899-12-30 10:06","1899-12-30 21:45","1899-12-30 03:21","1899-12-30 15:36"
"2014-09-04 00:00","1899-12-30 11:30","1899-12-30 23:09","1899-12-30 04:45","1899-12-30 17:02"
"2014-09-05 00:00","1899-12-30 12:33","1899-12-30 12:33","1899-12-30 05:58","1899-12-30 18:14"
"2014-09-06 00:00","1899-12-30 00:20","1899-12-30 13:24","1899-12-30 06:55","1899-12-30 19:11"
"2014-09-07 00:00","1899-12-30 01:19","1899-12-30 14:08","1899-12-30 07:44","1899-12-30 20:01"
"2014-09-08 00:00","1899-12-30 02:11","1899-12-30 14:49","1899-12-30 08:28","1899-12-30 20:48"
"2014-09-09 00:00","1899-12-30 03:00","1899-12-30 15:29","1899-12-30 09:10","1899-12-30 21:32"
"2014-09-10 00:00","1899-12-30 03:46","1899-12-30 16:09","1899-12-30 09:51","1899-12-30 22:16"
"2014-09-11 00:00","1899-12-30 04:32","1899-12-30 16:48","1899-12-30 10:32","1899-12-30 22:59"
"2014-09-12 00:00","1899-12-30 05:17","1899-12-30 17:27","1899-12-30 11:13","1899-12-30 23:44"
"2014-09-13 00:00","1899-12-30 06:04","1899-12-30 18:09","1899-12-30 11:56",
"2014-09-14 00:00","1899-12-30 06:55","1899-12-30 18:53","1899-12-30 00:32","1899-12-30 12:42"
"2014-09-15 00:00","1899-12-30 07:55","1899-12-30 19:47","1899-12-30 01:26","1899-12-30 13:36"
"2014-09-16 00:00","1899-12-30 09:13","1899-12-30 20:58","1899-12-30 02:31","1899-12-30 14:47"
"2014-09-17 00:00","1899-12-30 10:46","1899-12-30 22:28","1899-12-30 03:56","1899-12-30 16:19"
"2014-09-18 00:00","1899-12-30 12:03","1899-12-30 23:48","1899-12-30 05:25","1899-12-30 17:47"
"2014-09-19 00:00","1899-12-30 12:54","1899-12-30 12:54","1899-12-30 06:27","1899-12-30 18:44"
"2014-09-20 00:00","1899-12-30 00:44","1899-12-30 13:31","1899-12-30 07:10","1899-12-30 19:24"
"2014-09-21 00:00","1899-12-30 01:27","1899-12-30 14:01","1899-12-30 07:43","1899-12-30 19:58"
