Date,Sunrise,Sunset
"2015-04-12 00:00","1899-12-30 06:03","1899-12-30 20:17"
"2015-04-13 00:00","1899-12-30 06:00","1899-12-30 20:19"
"2015-04-14 00:00","1899-12-30 05:57","1899-12-30 20:22"
"2015-04-15 00:00","1899-12-30 05:55","1899-12-30 20:24"
"2015-04-16 00:00","1899-12-30 05:52","1899-12-30 20:27"
"2015-04-17 00:00","1899-12-30 05:49","1899-12-30 20:29"
"2015-04-18 00:00","1899-12-30 05:46","1899-12-30 20:31"
"2015-04-19 00:00","1899-12-30 05:43","1899-12-30 20:34"
"2015-04-20 00:00","1899-12-30 05:40","1899-12-30 20:36"
"2015-04-21 00:00","1899-12-30 05:37","1899-12-30 20:39"
"2015-04-22 00:00","1899-12-30 05:34","1899-12-30 20:41"
"2015-04-23 00:00","1899-12-30 05:32","1899-12-30 20:43"
"2015-04-24 00:00","1899-12-30 05:29","1899-12-30 20:46"
"2015-04-25 00:00","1899-12-30 05:26","1899-12-30 20:48"
"2015-04-26 00:00","1899-12-30 05:23","1899-12-30 20:51"
"2015-04-27 00:00","1899-12-30 05:21","1899-12-30 20:53"
"2015-04-28 00:00","1899-12-30 05:18","1899-12-30 20:56"
"2015-04-29 00:00","1899-12-30 05:15","1899-12-30 20:58"
"2015-04-30 00:00","1899-12-30 05:12","1899-12-30 21:00"
"2015-05-01 00:00","1899-12-30 05:10","1899-12-30 21:03"
"2015-05-02 00:00","1899-12-30 05:07","1899-12-30 21:05"
"2015-05-03 00:00","1899-12-30 05:04","1899-12-30 21:08"
"2015-05-04 00:00","1899-12-30 05:02","1899-12-30 21:10"
"2015-05-05 00:00","1899-12-30 04:59","1899-12-30 21:13"
"2015-05-06 00:00","1899-12-30 04:57","1899-12-30 21:15"
"2015-05-07 00:00","1899-12-30 04:54","1899-12-30 21:17"
"2015-05-08 00:00","1899-12-30 04:52","1899-12-30 21:20"
"2015-05-09 00:00","1899-12-30 04:49","1899-12-30 21:22"
"2015-05-10 00:00","1899-12-30 04:47","1899-12-30 21:25"
"2015-05-11 00:00","1899-12-30 04:44","1899-12-30 21:27"
"2015-05-12 00:00","1899-12-30 04:42","1899-12-30 21:29"
"2015-05-13 00:00","1899-12-30 04:39","1899-12-30 21:32"
"2015-05-14 00:00","1899-12-30 04:37","1899-12-30 21:34"
"2015-05-15 00:00","1899-12-30 04:35","1899-12-30 21:36"
"2015-05-16 00:00","1899-12-30 04:33","1899-12-30 21:39"
"2015-05-17 00:00","1899-12-30 04:30","1899-12-30 21:41"
"2015-05-18 00:00","1899-12-30 04:28","1899-12-30 21:43"
"2015-05-19 00:00","1899-12-30 04:26","1899-12-30 21:45"
"2015-05-20 00:00","1899-12-30 04:24","1899-12-30 21:47"
"2015-05-21 00:00","1899-12-30 04:22","1899-12-30 21:50"
"2015-05-22 00:00","1899-12-30 04:20","1899-12-30 21:52"
"2015-05-23 00:00","1899-12-30 04:18","1899-12-30 21:54"
"2015-05-24 00:00","1899-12-30 04:16","1899-12-30 21:56"
"2015-05-25 00:00","1899-12-30 04:14","1899-12-30 21:58"
"2015-05-26 00:00","1899-12-30 04:12","1899-12-30 22:00"
"2015-05-27 00:00","1899-12-30 04:11","1899-12-30 22:02"
"2015-05-28 00:00","1899-12-30 04:09","1899-12-30 22:04"
"2015-05-29 00:00","1899-12-30 04:07","1899-12-30 22:06"
"2015-05-30 00:00","1899-12-30 04:06","1899-12-30 22:08"
"2015-05-31 00:00","1899-12-30 04:04","1899-12-30 22:10"
"2015-06-01 00:00","1899-12-30 04:03","1899-12-30 22:11"
"2015-06-02 00:00","1899-12-30 04:01","1899-12-30 22:13"
"2015-06-03 00:00","1899-12-30 04:00","1899-12-30 22:15"
"2015-06-04 00:00","1899-12-30 03:59","1899-12-30 22:16"
"2015-06-05 00:00","1899-12-30 03:57","1899-12-30 22:18"
"2015-06-06 00:00","1899-12-30 03:56","1899-12-30 22:19"
"2015-06-07 00:00","1899-12-30 03:55","1899-12-30 22:21"
"2015-06-08 00:00","1899-12-30 03:54","1899-12-30 22:22"
"2015-06-09 00:00","1899-12-30 03:53","1899-12-30 22:23"
"2015-06-10 00:00","1899-12-30 03:53","1899-12-30 22:24"
"2015-06-11 00:00","1899-12-30 03:52","1899-12-30 22:25"
"2015-06-12 00:00","1899-12-30 03:51","1899-12-30 22:27"
"2015-06-13 00:00","1899-12-30 03:51","1899-12-30 22:27"
"2015-06-14 00:00","1899-12-30 03:50","1899-12-30 22:28"
"2015-06-15 00:00","1899-12-30 03:50","1899-12-30 22:29"
"2015-06-16 00:00","1899-12-30 03:50","1899-12-30 22:30"
"2015-06-17 00:00","1899-12-30 03:49","1899-12-30 22:31"
"2015-06-18 00:00","1899-12-30 03:49","1899-12-30 22:31"
"2015-06-19 00:00","1899-12-30 03:49","1899-12-30 22:32"
"2015-06-20 00:00","1899-12-30 03:49","1899-12-30 22:32"
"2015-06-21 00:00","1899-12-30 03:50","1899-12-30 22:32"
"2015-06-22 00:00","1899-12-30 03:50","1899-12-30 22:32"
"2015-06-23 00:00","1899-12-30 03:50","1899-12-30 22:33"
"2015-06-24 00:00","1899-12-30 03:50","1899-12-30 22:33"
"2015-06-25 00:00","1899-12-30 03:51","1899-12-30 22:32"
"2015-06-26 00:00","1899-12-30 03:52","1899-12-30 22:32"
"2015-06-27 00:00","1899-12-30 03:52","1899-12-30 22:32"
"2015-06-28 00:00","1899-12-30 03:53","1899-12-30 22:32"
"2015-06-29 00:00","1899-12-30 03:54","1899-12-30 22:31"
"2015-06-30 00:00","1899-12-30 03:55","1899-12-30 22:31"
"2015-07-01 00:00","1899-12-30 03:56","1899-12-30 22:30"
"2015-07-02 00:00","1899-12-30 03:57","1899-12-30 22:30"
"2015-07-03 00:00","1899-12-30 03:58","1899-12-30 22:29"
"2015-07-04 00:00","1899-12-30 03:59","1899-12-30 22:28"
"2015-07-05 00:00","1899-12-30 04:00","1899-12-30 22:27"
"2015-07-06 00:00","1899-12-30 04:02","1899-12-30 22:26"
"2015-07-07 00:00","1899-12-30 04:03","1899-12-30 22:25"
"2015-07-08 00:00","1899-12-30 04:05","1899-12-30 22:24"
"2015-07-09 00:00","1899-12-30 04:06","1899-12-30 22:23"
"2015-07-10 00:00","1899-12-30 04:08","1899-12-30 22:21"
"2015-07-11 00:00","1899-12-30 04:09","1899-12-30 22:20"
"2015-07-12 00:00","1899-12-30 04:11","1899-12-30 22:19"
"2015-07-13 00:00","1899-12-30 04:13","1899-12-30 22:17"
"2015-07-14 00:00","1899-12-30 04:14","1899-12-30 22:16"
"2015-07-15 00:00","1899-12-30 04:16","1899-12-30 22:14"
"2015-07-16 00:00","1899-12-30 04:18","1899-12-30 22:12"
"2015-07-17 00:00","1899-12-30 04:20","1899-12-30 22:11"
"2015-07-18 00:00","1899-12-30 04:22","1899-12-30 22:09"
"2015-07-19 00:00","1899-12-30 04:24","1899-12-30 22:07"
"2015-07-20 00:00","1899-12-30 04:26","1899-12-30 22:05"
"2015-07-21 00:00","1899-12-30 04:28","1899-12-30 22:03"
"2015-07-22 00:00","1899-12-30 04:30","1899-12-30 22:01"
"2015-07-23 00:00","1899-12-30 04:32","1899-12-30 21:59"
"2015-07-24 00:00","1899-12-30 04:34","1899-12-30 21:57"
"2015-07-25 00:00","1899-12-30 04:37","1899-12-30 21:55"
"2015-07-26 00:00","1899-12-30 04:39","1899-12-30 21:53"
"2015-07-27 00:00","1899-12-30 04:41","1899-12-30 21:50"
"2015-07-28 00:00","1899-12-30 04:43","1899-12-30 21:48"
"2015-07-29 00:00","1899-12-30 04:45","1899-12-30 21:46"
"2015-07-30 00:00","1899-12-30 04:48","1899-12-30 21:44"
"2015-07-31 00:00","1899-12-30 04:50","1899-12-30 21:41"
"2015-08-01 00:00","1899-12-30 04:52","1899-12-30 21:39"
"2015-08-02 00:00","1899-12-30 04:54","1899-12-30 21:36"
"2015-08-03 00:00","1899-12-30 04:57","1899-12-30 21:34"
"2015-08-04 00:00","1899-12-30 04:59","1899-12-30 21:32"
"2015-08-05 00:00","1899-12-30 05:01","1899-12-30 21:29"
"2015-08-06 00:00","1899-12-30 05:04","1899-12-30 21:26"
"2015-08-07 00:00","1899-12-30 05:06","1899-12-30 21:24"
"2015-08-08 00:00","1899-12-30 05:08","1899-12-30 21:21"
"2015-08-09 00:00","1899-12-30 05:11","1899-12-30 21:19"
"2015-08-10 00:00","1899-12-30 05:13","1899-12-30 21:16"
"2015-08-11 00:00","1899-12-30 05:15","1899-12-30 21:13"
"2015-08-12 00:00","1899-12-30 05:18","1899-12-30 21:11"
"2015-08-13 00:00","1899-12-30 05:20","1899-12-30 21:08"
"2015-08-14 00:00","1899-12-30 05:22","1899-12-30 21:05"
"2015-08-15 00:00","1899-12-30 05:25","1899-12-30 21:03"
"2015-08-16 00:00","1899-12-30 05:27","1899-12-30 21:00"
"2015-08-17 00:00","1899-12-30 05:30","1899-12-30 20:57"
"2015-08-18 00:00","1899-12-30 05:32","1899-12-30 20:54"
"2015-08-19 00:00","1899-12-30 05:34","1899-12-30 20:52"
"2015-08-20 00:00","1899-12-30 05:37","1899-12-30 20:49"
"2015-08-21 00:00","1899-12-30 05:39","1899-12-30 20:46"
"2015-08-22 00:00","1899-12-30 05:41","1899-12-30 20:43"
"2015-08-23 00:00","1899-12-30 05:44","1899-12-30 20:40"
"2015-08-24 00:00","1899-12-30 05:46","1899-12-30 20:37"
"2015-08-25 00:00","1899-12-30 05:48","1899-12-30 20:34"
"2015-08-26 00:00","1899-12-30 05:51","1899-12-30 20:32"
"2015-08-27 00:00","1899-12-30 05:53","1899-12-30 20:29"
"2015-08-28 00:00","1899-12-30 05:55","1899-12-30 20:26"
"2015-08-29 00:00","1899-12-30 05:58","1899-12-30 20:23"
"2015-08-30 00:00","1899-12-30 06:00","1899-12-30 20:20"
"2015-08-31 00:00","1899-12-30 06:02","1899-12-30 20:17"
"2015-09-01 00:00","1899-12-30 06:05","1899-12-30 20:14"
"2015-09-02 00:00","1899-12-30 06:07","1899-12-30 20:11"
"2015-09-03 00:00","1899-12-30 06:09","1899-12-30 20:08"
"2015-09-04 00:00","1899-12-30 06:12","1899-12-30 20:05"
"2015-09-05 00:00","1899-12-30 06:14","1899-12-30 20:02"
"2015-09-06 00:00","1899-12-30 06:16","1899-12-30 19:59"
"2015-09-07 00:00","1899-12-30 06:18","1899-12-30 19:56"
"2015-09-08 00:00","1899-12-30 06:21","1899-12-30 19:53"
"2015-09-09 00:00","1899-12-30 06:23","1899-12-30 19:50"
"2015-09-10 00:00","1899-12-30 06:25","1899-12-30 19:47"
"2015-09-11 00:00","1899-12-30 06:28","1899-12-30 19:44"
"2015-09-12 00:00","1899-12-30 06:30","1899-12-30 19:41"
"2015-09-13 00:00","1899-12-30 06:32","1899-12-30 19:38"
"2015-09-14 00:00","1899-12-30 06:35","1899-12-30 19:35"
"2015-09-15 00:00","1899-12-30 06:37","1899-12-30 19:32"
"2015-09-16 00:00","1899-12-30 06:39","1899-12-30 19:29"
"2015-09-17 00:00","1899-12-30 06:41","1899-12-30 19:26"
"2015-09-18 00:00","1899-12-30 06:44","1899-12-30 19:23"
"2015-09-19 00:00","1899-12-30 06:46","1899-12-30 19:20"
"2015-09-20 00:00","1899-12-30 06:48","1899-12-30 19:17"
"2015-09-21 00:00","1899-12-30 06:51","1899-12-30 19:14"
"2015-09-22 00:00","1899-12-30 06:53","1899-12-30 19:11"
"2015-09-23 00:00","1899-12-30 06:55","1899-12-30 19:08"
"2015-09-24 00:00","1899-12-30 06:57","1899-12-30 19:05"
"2015-09-25 00:00","1899-12-30 07:00","1899-12-30 19:02"
"2015-09-26 00:00","1899-12-30 07:02","1899-12-30 18:59"
"2015-09-27 00:00","1899-12-30 07:04","1899-12-30 18:56"
"2015-09-28 00:00","1899-12-30 07:07","1899-12-30 18:53"
"2015-09-29 00:00","1899-12-30 07:09","1899-12-30 18:50"
"2015-09-30 00:00","1899-12-30 07:11","1899-12-30 18:47"
"2015-10-01 00:00","1899-12-30 07:14","1899-12-30 18:44"
"2015-10-02 00:00","1899-12-30 07:16","1899-12-30 18:41"
"2015-10-03 00:00","1899-12-30 07:18","1899-12-30 18:38"
"2015-10-04 00:00","1899-12-30 07:21","1899-12-30 18:35"
"2015-10-05 00:00","1899-12-30 07:23","1899-12-30 18:32"
"2015-10-06 00:00","1899-12-30 07:25","1899-12-30 18:29"
"2015-10-07 00:00","1899-12-30 07:28","1899-12-30 18:26"
"2015-10-08 00:00","1899-12-30 07:30","1899-12-30 18:24"
"2015-10-09 00:00","1899-12-30 07:32","1899-12-30 18:21"
"2015-10-10 00:00","1899-12-30 07:35","1899-12-30 18:18"
"2015-10-11 00:00","1899-12-30 07:37","1899-12-30 18:15"
"2015-10-12 00:00","1899-12-30 07:40","1899-12-30 18:12"
"2015-10-13 00:00","1899-12-30 07:42","1899-12-30 18:09"
"2015-10-14 00:00","1899-12-30 07:44","1899-12-30 18:06"
"2015-10-15 00:00","1899-12-30 07:47","1899-12-30 18:03"
"2015-10-16 00:00","1899-12-30 07:49","1899-12-30 18:00"
"2015-10-17 00:00","1899-12-30 07:52","1899-12-30 17:58"
"2015-10-18 00:00","1899-12-30 07:54","1899-12-30 17:55"
"2015-10-19 00:00","1899-12-30 07:57","1899-12-30 17:52"
"2015-10-20 00:00","1899-12-30 07:59","1899-12-30 17:49"
"2015-10-21 00:00","1899-12-30 08:01","1899-12-30 17:46"
"2015-10-22 00:00","1899-12-30 08:04","1899-12-30 17:43"
"2015-10-23 00:00","1899-12-30 08:06","1899-12-30 17:41"
"2015-10-24 00:00","1899-12-30 08:09","1899-12-30 17:38"
"2015-10-25 00:00","1899-12-30 08:11","1899-12-30 17:35"
"2015-10-26 00:00","1899-12-30 08:14","1899-12-30 17:33"
"2015-10-27 00:00","1899-12-30 08:16","1899-12-30 17:30"
"2015-10-28 00:00","1899-12-30 08:19","1899-12-30 17:27"
"2015-10-29 00:00","1899-12-30 08:21","1899-12-30 17:25"
"2015-10-30 00:00","1899-12-30 08:24","1899-12-30 17:22"
"2015-10-31 00:00","1899-12-30 08:26","1899-12-30 17:19"
"2015-11-01 00:00","1899-12-30 08:29","1899-12-30 17:17"
"2015-11-02 00:00","1899-12-30 08:31","1899-12-30 17:14"
"2015-11-03 00:00","1899-12-30 08:34","1899-12-30 17:12"
"2015-11-04 00:00","1899-12-30 08:36","1899-12-30 17:09"
"2015-11-05 00:00","1899-12-30 08:39","1899-12-30 17:07"
"2015-11-06 00:00","1899-12-30 08:41","1899-12-30 17:04"
"2015-11-07 00:00","1899-12-30 08:44","1899-12-30 17:02"
"2015-11-08 00:00","1899-12-30 08:46","1899-12-30 16:59"
"2015-11-09 00:00","1899-12-30 08:49","1899-12-30 16:57"
"2015-11-10 00:00","1899-12-30 08:51","1899-12-30 16:55"
"2015-11-11 00:00","1899-12-30 08:54","1899-12-30 16:52"
"2015-11-12 00:00","1899-12-30 08:56","1899-12-30 16:50"
"2015-11-13 00:00","1899-12-30 08:59","1899-12-30 16:48"
"2015-11-14 00:00","1899-12-30 09:01","1899-12-30 16:46"
"2015-11-15 00:00","1899-12-30 09:04","1899-12-30 16:44"
"2015-11-16 00:00","1899-12-30 09:06","1899-12-30 16:41"
"2015-11-17 00:00","1899-12-30 09:09","1899-12-30 16:39"
"2015-11-18 00:00","1899-12-30 09:11","1899-12-30 16:37"
"2015-11-19 00:00","1899-12-30 09:13","1899-12-30 16:35"
"2015-11-20 00:00","1899-12-30 09:16","1899-12-30 16:34"
"2015-11-21 00:00","1899-12-30 09:18","1899-12-30 16:32"
"2015-11-22 00:00","1899-12-30 09:21","1899-12-30 16:30"
"2015-11-23 00:00","1899-12-30 09:23","1899-12-30 16:28"
"2015-11-24 00:00","1899-12-30 09:25","1899-12-30 16:26"
"2015-11-25 00:00","1899-12-30 09:27","1899-12-30 16:25"
"2015-11-26 00:00","1899-12-30 09:30","1899-12-30 16:23"
"2015-11-27 00:00","1899-12-30 09:32","1899-12-30 16:22"
"2015-11-28 00:00","1899-12-30 09:34","1899-12-30 16:20"
"2015-11-29 00:00","1899-12-30 09:36","1899-12-30 16:19"
"2015-11-30 00:00","1899-12-30 09:38","1899-12-30 16:17"
"2015-12-01 00:00","1899-12-30 09:40","1899-12-30 16:16"
"2015-12-02 00:00","1899-12-30 09:42","1899-12-30 16:15"
"2015-12-03 00:00","1899-12-30 09:44","1899-12-30 16:14"
"2015-12-04 00:00","1899-12-30 09:46","1899-12-30 16:13"
"2015-12-05 00:00","1899-12-30 09:48","1899-12-30 16:12"
"2015-12-06 00:00","1899-12-30 09:49","1899-12-30 16:11"
"2015-12-07 00:00","1899-12-30 09:51","1899-12-30 16:10"
"2015-12-08 00:00","1899-12-30 09:53","1899-12-30 16:09"
"2015-12-09 00:00","1899-12-30 09:54","1899-12-30 16:08"
"2015-12-10 00:00","1899-12-30 09:56","1899-12-30 16:08"
"2015-12-11 00:00","1899-12-30 09:57","1899-12-30 16:07"
"2015-12-12 00:00","1899-12-30 09:58","1899-12-30 16:07"
"2015-12-13 00:00","1899-12-30 10:00","1899-12-30 16:07"
"2015-12-14 00:00","1899-12-30 10:01","1899-12-30 16:06"
"2015-12-15 00:00","1899-12-30 10:02","1899-12-30 16:06"
"2015-12-16 00:00","1899-12-30 10:03","1899-12-30 16:06"
"2015-12-17 00:00","1899-12-30 10:04","1899-12-30 16:06"
"2015-12-18 00:00","1899-12-30 10:05","1899-12-30 16:06"
"2015-12-19 00:00","1899-12-30 10:06","1899-12-30 16:06"
"2015-12-20 00:00","1899-12-30 10:06","1899-12-30 16:07"
"2015-12-21 00:00","1899-12-30 10:07","1899-12-30 16:07"
"2015-12-22 00:00","1899-12-30 10:08","1899-12-30 16:07"
"2015-12-23 00:00","1899-12-30 10:08","1899-12-30 16:08"
"2015-12-24 00:00","1899-12-30 10:08","1899-12-30 16:09"
"2015-12-25 00:00","1899-12-30 10:09","1899-12-30 16:09"
"2015-12-26 00:00","1899-12-30 10:09","1899-12-30 16:10"
"2015-12-27 00:00","1899-12-30 10:09","1899-12-30 16:11"
"2015-12-28 00:00","1899-12-30 10:09","1899-12-30 16:12"
"2015-12-29 00:00","1899-12-30 10:09","1899-12-30 16:13"
"2015-12-30 00:00","1899-12-30 10:09","1899-12-30 16:14"
"2015-12-31 00:00","1899-12-30 10:08","1899-12-30 16:16"
"2016-01-01 00:00","1899-12-30 10:08","1899-12-30 16:17"
"2016-01-02 00:00","1899-12-30 10:07","1899-12-30 16:18"
"2016-01-03 00:00","1899-12-30 10:07","1899-12-30 16:20"
"2016-01-04 00:00","1899-12-30 10:06","1899-12-30 16:21"
"2016-01-05 00:00","1899-12-30 10:06","1899-12-30 16:23"
"2016-01-06 00:00","1899-12-30 10:05","1899-12-30 16:25"
"2016-01-07 00:00","1899-12-30 10:04","1899-12-30 16:26"
"2016-01-08 00:00","1899-12-30 10:03","1899-12-30 16:28"
"2016-01-09 00:00","1899-12-30 10:02","1899-12-30 16:30"
"2016-01-10 00:00","1899-12-30 10:01","1899-12-30 16:32"
"2016-01-11 00:00","1899-12-30 10:00","1899-12-30 16:34"
"2016-01-12 00:00","1899-12-30 09:59","1899-12-30 16:36"
"2016-01-13 00:00","1899-12-30 09:57","1899-12-30 16:38"
"2016-01-14 00:00","1899-12-30 09:56","1899-12-30 16:40"
"2016-01-15 00:00","1899-12-30 09:54","1899-12-30 16:42"
"2016-01-16 00:00","1899-12-30 09:53","1899-12-30 16:44"
"2016-01-17 00:00","1899-12-30 09:51","1899-12-30 16:47"
"2016-01-18 00:00","1899-12-30 09:50","1899-12-30 16:49"
"2016-01-19 00:00","1899-12-30 09:48","1899-12-30 16:51"
"2016-01-20 00:00","1899-12-30 09:46","1899-12-30 16:54"
"2016-01-21 00:00","1899-12-30 09:45","1899-12-30 16:56"
"2016-01-22 00:00","1899-12-30 09:43","1899-12-30 16:58"
"2016-01-23 00:00","1899-12-30 09:41","1899-12-30 17:01"
"2016-01-24 00:00","1899-12-30 09:39","1899-12-30 17:03"
"2016-01-25 00:00","1899-12-30 09:37","1899-12-30 17:06"
"2016-01-26 00:00","1899-12-30 09:35","1899-12-30 17:08"
"2016-01-27 00:00","1899-12-30 09:33","1899-12-30 17:11"
"2016-01-28 00:00","1899-12-30 09:31","1899-12-30 17:13"
"2016-01-29 00:00","1899-12-30 09:29","1899-12-30 17:16"
"2016-01-30 00:00","1899-12-30 09:27","1899-12-30 17:18"
"2016-01-31 00:00","1899-12-30 09:24","1899-12-30 17:21"
"2016-02-01 00:00","1899-12-30 09:22","1899-12-30 17:23"
"2016-02-02 00:00","1899-12-30 09:20","1899-12-30 17:26"
"2016-02-03 00:00","1899-12-30 09:17","1899-12-30 17:28"
"2016-02-04 00:00","1899-12-30 09:15","1899-12-30 17:31"
"2016-02-05 00:00","1899-12-30 09:13","1899-12-30 17:34"
"2016-02-06 00:00","1899-12-30 09:10","1899-12-30 17:36"
"2016-02-07 00:00","1899-12-30 09:08","1899-12-30 17:39"
"2016-02-08 00:00","1899-12-30 09:05","1899-12-30 17:41"
"2016-02-09 00:00","1899-12-30 09:03","1899-12-30 17:44"
"2016-02-10 00:00","1899-12-30 09:00","1899-12-30 17:46"
"2016-02-11 00:00","1899-12-30 08:58","1899-12-30 17:49"
"2016-02-12 00:00","1899-12-30 08:55","1899-12-30 17:52"
"2016-02-13 00:00","1899-12-30 08:53","1899-12-30 17:54"
"2016-02-14 00:00","1899-12-30 08:50","1899-12-30 17:57"
"2016-02-15 00:00","1899-12-30 08:47","1899-12-30 17:59"
"2016-02-16 00:00","1899-12-30 08:45","1899-12-30 18:02"
"2016-02-17 00:00","1899-12-30 08:42","1899-12-30 18:05"
"2016-02-18 00:00","1899-12-30 08:39","1899-12-30 18:07"
"2016-02-19 00:00","1899-12-30 08:36","1899-12-30 18:10"
"2016-02-20 00:00","1899-12-30 08:34","1899-12-30 18:12"
"2016-02-21 00:00","1899-12-30 08:31","1899-12-30 18:15"
"2016-02-22 00:00","1899-12-30 08:28","1899-12-30 18:17"
"2016-02-23 00:00","1899-12-30 08:25","1899-12-30 18:20"
"2016-02-24 00:00","1899-12-30 08:23","1899-12-30 18:22"
"2016-02-25 00:00","1899-12-30 08:20","1899-12-30 18:25"
"2016-02-26 00:00","1899-12-30 08:17","1899-12-30 18:27"
"2016-02-27 00:00","1899-12-30 08:14","1899-12-30 18:30"
"2016-02-28 00:00","1899-12-30 08:11","1899-12-30 18:32"
"2016-02-29 00:00","1899-12-30 08:08","1899-12-30 18:35"
"2016-03-01 00:00","1899-12-30 08:05","1899-12-30 18:37"
"2016-03-02 00:00","1899-12-30 08:03","1899-12-30 18:40"
"2016-03-03 00:00","1899-12-30 08:00","1899-12-30 18:42"
"2016-03-04 00:00","1899-12-30 07:57","1899-12-30 18:45"
"2016-03-05 00:00","1899-12-30 07:54","1899-12-30 18:47"
"2016-03-06 00:00","1899-12-30 07:51","1899-12-30 18:50"
"2016-03-07 00:00","1899-12-30 07:48","1899-12-30 18:52"
"2016-03-08 00:00","1899-12-30 07:45","1899-12-30 18:55"
"2016-03-09 00:00","1899-12-30 07:42","1899-12-30 18:57"
"2016-03-10 00:00","1899-12-30 07:39","1899-12-30 18:59"
"2016-03-11 00:00","1899-12-30 07:36","1899-12-30 19:02"
"2016-03-12 00:00","1899-12-30 07:33","1899-12-30 19:04"
"2016-03-13 00:00","1899-12-30 07:30","1899-12-30 19:07"
"2016-03-14 00:00","1899-12-30 07:27","1899-12-30 19:09"
"2016-03-15 00:00","1899-12-30 07:24","1899-12-30 19:12"
"2016-03-16 00:00","1899-12-30 07:21","1899-12-30 19:14"
"2016-03-17 00:00","1899-12-30 07:18","1899-12-30 19:16"
"2016-03-18 00:00","1899-12-30 07:15","1899-12-30 19:19"
"2016-03-19 00:00","1899-12-30 07:12","1899-12-30 19:21"
"2016-03-20 00:00","1899-12-30 07:09","1899-12-30 19:24"
"2016-03-21 00:00","1899-12-30 07:06","1899-12-30 19:26"
"2016-03-22 00:00","1899-12-30 07:03","1899-12-30 19:28"
"2016-03-23 00:00","1899-12-30 07:00","1899-12-30 19:31"
"2016-03-24 00:00","1899-12-30 06:57","1899-12-30 19:33"
"2016-03-25 00:00","1899-12-30 06:54","1899-12-30 19:36"
"2016-03-26 00:00","1899-12-30 06:51","1899-12-30 19:38"
"2016-03-27 00:00","1899-12-30 06:48","1899-12-30 19:40"
"2016-03-28 00:00","1899-12-30 06:46","1899-12-30 19:43"
"2016-03-29 00:00","1899-12-30 06:43","1899-12-30 19:45"
"2016-03-30 00:00","1899-12-30 06:40","1899-12-30 19:48"
"2016-03-31 00:00","1899-12-30 06:37","1899-12-30 19:50"
"2016-04-01 00:00","1899-12-30 06:34","1899-12-30 19:52"
"2016-04-02 00:00","1899-12-30 06:31","1899-12-30 19:55"
"2016-04-03 00:00","1899-12-30 06:28","1899-12-30 19:57"
"2016-04-04 00:00","1899-12-30 06:25","1899-12-30 19:59"
"2016-04-05 00:00","1899-12-30 06:22","1899-12-30 20:02"
"2016-04-06 00:00","1899-12-30 06:19","1899-12-30 20:04"
"2016-04-07 00:00","1899-12-30 06:16","1899-12-30 20:07"
"2016-04-08 00:00","1899-12-30 06:13","1899-12-30 20:09"
"2016-04-09 00:00","1899-12-30 06:10","1899-12-30 20:11"
"2016-04-10 00:00","1899-12-30 06:07","1899-12-30 20:14"
"2016-04-11 00:00","1899-12-30 06:04","1899-12-30 20:16"
"2016-04-12 00:00","1899-12-30 06:01","1899-12-30 20:19"
"2016-04-13 00:00","1899-12-30 05:58","1899-12-30 20:21"
"2016-04-14 00:00","1899-12-30 05:55","1899-12-30 20:24"
"2016-04-15 00:00","1899-12-30 05:52","1899-12-30 20:26"
"2016-04-16 00:00","1899-12-30 05:49","1899-12-30 20:28"
"2016-04-17 00:00","1899-12-30 05:47","1899-12-30 20:31"
"2016-04-18 00:00","1899-12-30 05:44","1899-12-30 20:33"
"2016-04-19 00:00","1899-12-30 05:41","1899-12-30 20:36"
"2016-04-20 00:00","1899-12-30 05:38","1899-12-30 20:38"
"2016-04-21 00:00","1899-12-30 05:35","1899-12-30 20:40"
"2016-04-22 00:00","1899-12-30 05:32","1899-12-30 20:43"
"2016-04-23 00:00","1899-12-30 05:30","1899-12-30 20:45"
"2016-04-24 00:00","1899-12-30 05:27","1899-12-30 20:48"
"2016-04-25 00:00","1899-12-30 05:24","1899-12-30 20:50"
"2016-04-26 00:00","1899-12-30 05:21","1899-12-30 20:53"
"2016-04-27 00:00","1899-12-30 05:18","1899-12-30 20:55"
"2016-04-28 00:00","1899-12-30 05:16","1899-12-30 20:57"
"2016-04-29 00:00","1899-12-30 05:13","1899-12-30 21:00"
"2016-04-30 00:00","1899-12-30 05:10","1899-12-30 21:02"
"2016-05-01 00:00","1899-12-30 05:08","1899-12-30 21:05"
"2016-05-02 00:00","1899-12-30 05:05","1899-12-30 21:07"
"2016-05-03 00:00","1899-12-30 05:02","1899-12-30 21:10"
"2016-05-04 00:00","1899-12-30 05:00","1899-12-30 21:12"
"2016-05-05 00:00","1899-12-30 04:57","1899-12-30 21:14"
"2016-05-06 00:00","1899-12-30 04:55","1899-12-30 21:17"
"2016-05-07 00:00","1899-12-30 04:52","1899-12-30 21:19"
"2016-05-08 00:00","1899-12-30 04:50","1899-12-30 21:22"
"2016-05-09 00:00","1899-12-30 04:47","1899-12-30 21:24"
"2016-05-10 00:00","1899-12-30 04:45","1899-12-30 21:26"
"2016-05-11 00:00","1899-12-30 04:42","1899-12-30 21:29"
"2016-05-12 00:00","1899-12-30 04:40","1899-12-30 21:31"
"2016-05-13 00:00","1899-12-30 04:38","1899-12-30 21:33"
"2016-05-14 00:00","1899-12-30 04:35","1899-12-30 21:36"
