FID,Date,Time,POINT_X,POINT_Y,Class,Video_file,Subst_Orig,Subst_Cla,Sub_Subcl,Sub_Grp,Sub_Subgr,CMECS,Modifier,CMECSMod,Co_oc_el1,CMECS_1,Modifier_1,CMECSMod1,Co_oc_el2,CMECS_2,Modifier_2,CMECSMod2,Co_oc_el3,CMECS_3,Modifier_3,CMECSMod3,Co_oc_el4,CMECS_4,Modifier_4,CMECSMod4,Site_ID,Video_file_1,Boulder,Cobble,Pebble,Gravel,Shell,Sand,Mud,Kelp,Macroalgae,Filamentous_microalgae,Coralline_algae,Seagrass,Crab,Sponge,Sea_pen,Anemone,Sea_star,Urchin,Bryozoan,Tunicate,Nudibranch,Polychaete,Octopus,Clam_siphons,FID_1,Date_1,Time_1,POINT_X_1,POINT_Y_1,Class_1,Video_file_12,Subst_Orig_1,Subst_Cla_1,Sub_Subcl_1,Sub_Grp_1,Sub_Subgr_1,CMECS_12,Modifier_12,CMECSMod_1,Co_oc_el1_1,CMECS_12_13,Modifier_12_13,CMECSMod1_1,Co_oc_el2_1,CMECS_23,Modifier_23,CMECSMod2_1,Co_oc_el3_1,CMECS_34,Modifier_34,CMECSMod3_1,Co_oc_el4_1,CMECS_45,Modifier_45,CMECSMod4_1,Site_ID_1,Depth,Otters
485,7/9/2017 0:00,10:55 AM,-151.69774,59.4999806,"mud, shell 10-<50%",KBAY_2017_07_09_GOPRO_013_clip_3.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_13,KBAY_2017_07_09_GOPRO_013_clip_3.mp4,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,485,7/9/2017 0:00,10:55 AM,-151.69774,59.4999806,"mud, shell 10-<50%",KBAY_2017_07_09_GOPRO_013_clip_3.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_13,-70.21074677,1
486,7/9/2017 0:00,11:07 AM,-151.757278,59.50261846,"mud, shell 10-<50%",KBAY_2017_07_09_SARTEK_014_clip_4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_14,KBAY_2017_07_09_SARTEK_014_clip_4.mp4,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,486,7/9/2017 0:00,11:07 AM,-151.757278,59.50261846,"mud, shell 10-<50%",KBAY_2017_07_09_SARTEK_014_clip_4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_14,-76.90985107,1
487,7/9/2017 0:00,11:52 AM,-151.7546705,59.49607436,"sand, shell 0-<10%",KBAY_2017_07_09_SARTEK_015_clip_5.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_15,KBAY_2017_07_09_SARTEK_015_clip_5.mp4,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,487,7/9/2017 0:00,11:52 AM,-151.7546705,59.49607436,"sand, shell 0-<10%",KBAY_2017_07_09_SARTEK_015_clip_5.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_15,-72.74255371,1
488,7/9/2017 0:00,12:03 PM,-151.754596,59.49437632,"mud, shell 50-<90%",KBAY_2017_07_09_SARTEK_016_clip_6.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_16,KBAY_2017_07_09_SARTEK_016_clip_6.mp4,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,488,7/9/2017 0:00,12:03 PM,-151.754596,59.49437632,"mud, shell 50-<90%",KBAY_2017_07_09_SARTEK_016_clip_6.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_16,-64.97932434,1
489,7/9/2017 0:00,12:14 PM,-151.7549943,59.49212317,"mud, shell 50-<90%",KBAY_2017_07_09_SARTEK_017_clip_7.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_17,KBAY_2017_07_09_SARTEK_017_clip_7.mp4,0,0,0,0,80,0,20,2,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,489,7/9/2017 0:00,12:14 PM,-151.7549943,59.49212317,"mud, shell 50-<90%",KBAY_2017_07_09_SARTEK_017_clip_7.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_17,-48.52156448,1
490,7/9/2017 0:00,12:44 PM,-151.7514992,59.48584473,shell 90-100%,KBAY_2017_07_09_GOPRO_026_clip_8.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2017_26,KBAY_2017_07_09_GOPRO_026_clip_8.mp4,0,20,10,0,70,0,0,0,10,10,10,0,0,0,0,4,0,2,0,0,0,0,0,0,490,7/9/2017 0:00,12:44 PM,-151.7514992,59.48584473,shell 90-100%,KBAY_2017_07_09_GOPRO_026_clip_8.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2017_26,-28.9401207,1
491,7/9/2017 0:00,12:59 PM,-151.7965089,59.49659288,"mud, shell 50-<90%",KBAY_2017_07_09_SARTEK_018_clip_9.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_18,KBAY_2017_07_09_SARTEK_018_clip_9.mp4,0,0,0,0,50,0,50,0,0,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,491,7/9/2017 0:00,12:59 PM,-151.7965089,59.49659288,"mud, shell 50-<90%",KBAY_2017_07_09_SARTEK_018_clip_9.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_18,-9999,1
492,7/9/2017 0:00,1:13 PM,-151.7957625,59.4909267,"mud, shell 50-<90%",KBAY_2017_07_09_SARTEK_019_clip_10.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_19,KBAY_2017_07_09_SARTEK_019_clip_10.mp4,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,7/9/2017 0:00,1:13 PM,-151.7957625,59.4909267,"mud, shell 50-<90%",KBAY_2017_07_09_SARTEK_019_clip_10.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2017_19,-70.56381989,1
495,7/9/2017 0:00,2:02 PM,-151.8797638,59.43467012,"sand, shell 10-<50%, cobble/gravel 0-<10%",KBAY_2017_07_09_GOPRO_087_clip_13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2017_87,KBAY_2017_07_09_GOPRO_087_clip_13.mp4,5,20,10,0,0,70,0,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,495,7/9/2017 0:00,2:02 PM,-151.8797638,59.43467012,"sand, shell 10-<50%, cobble/gravel 0-<10%",KBAY_2017_07_09_GOPRO_087_clip_13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2017_87,-39.20654678,1
496,7/9/2017 0:00,2:10 PM,-151.8750214,59.4362101,"sand, shell 10-<50%",KBAY_2017_07_09_GOPRO_086_clip_14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_86,KBAY_2017_07_09_GOPRO_086_clip_14.mp4,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,7/9/2017 0:00,2:10 PM,-151.8750214,59.4362101,"sand, shell 10-<50%",KBAY_2017_07_09_GOPRO_086_clip_14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_86,-32.86022568,1
497,7/9/2017 0:00,2:19 PM,-151.8738523,59.43481471,"gravel 0-<10%, shell 90-100%",KBAY_2017_07_09_GOPRO_186_clip_15.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_186,KBAY_2017_07_09_GOPRO_186_clip_15.mp4,0,60,0,0,20,20,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,497,7/9/2017 0:00,2:19 PM,-151.8738523,59.43481471,"gravel 0-<10%, shell 90-100%",KBAY_2017_07_09_GOPRO_186_clip_15.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_186,-34.05730438,1
501,7/9/2017 0:00,3:00 PM,-151.8421404,59.43743458,"boulder 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_09_GOPRO_100_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_100,KBAY_2017_07_09_GOPRO_100_clip_19.mp4,20,20,0,0,20,40,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,7/9/2017 0:00,3:00 PM,-151.8421404,59.43743458,"boulder 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_09_GOPRO_100_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_100,-20.04999924,1
502,7/9/2017 0:00,3:11 PM,-151.8385532,59.43468382,"gravel 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_09_GOPRO_101_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Pebble,S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_101,KBAY_2017_07_09_GOPRO_101_clip_20.mp4,0,0,0,80,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,7/9/2017 0:00,3:11 PM,-151.8385532,59.43468382,"gravel 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2017_07_09_GOPRO_101_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Pebble,S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_101,-11.99846363,1
506,7/9/2017 0:00,3:58 PM,-151.8386845,59.46007822,"gravel 0-<10%, shell 90-100%",KBAY_2017_07_09_GOPRO_088_clip_24.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_88,KBAY_2017_07_09_GOPRO_088_clip_24.mp4,0,5,10,0,85,0,0,0,5,10,0,0,0,0,0,0,0,0,35,0,0,0,0,0,506,7/9/2017 0:00,3:58 PM,-151.8386845,59.46007822,"gravel 0-<10%, shell 90-100%",KBAY_2017_07_09_GOPRO_088_clip_24.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_88,-44.96754837,1
507,7/9/2017 0:00,4:05 PM,-151.8283661,59.46467333,"boulder/cobble/gravel 10-<50%, shell 10-<50%",KBAY_2017_07_09_GOPRO_089_clip_25.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_89,KBAY_2017_07_09_GOPRO_089_clip_25.mp4,0,20,30,0,20,30,0,0,0,0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,507,7/9/2017 0:00,4:05 PM,-151.8283661,59.46467333,"boulder/cobble/gravel 10-<50%, shell 10-<50%",KBAY_2017_07_09_GOPRO_089_clip_25.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_89,-43.01191711,1
508,7/9/2017 0:00,4:17 PM,-151.801675,59.4684882,"gravel 0-<10%, shell 90-100%",KBAY_2017_07_09_GOPRO_025_clip_26.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Pebble,S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_25,KBAY_2017_07_09_GOPRO_025_clip_26.mp4,0,30,20,0,50,0,0,0,0,30,15,0,1,0,0,1,0,0,4,0,0,0,0,0,508,7/9/2017 0:00,4:17 PM,-151.801675,59.4684882,"gravel 0-<10%, shell 90-100%",KBAY_2017_07_09_GOPRO_025_clip_26.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11,Pebble,S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_25,-37.48267364,1
509,7/9/2017 0:00,4:27 PM,-151.7814568,59.46182149,"boulder/cobble/gravel 0-<10%, shell 50-<90%, macroalgae 0-<10%",KBAY_2017_07_09_GOPRO_027_clip_27.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2017_27,KBAY_2017_07_09_GOPRO_027_clip_27.mp4,0,10,60,10,20,0,0,10,10,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,509,7/9/2017 0:00,4:27 PM,-151.7814568,59.46182149,"boulder/cobble/gravel 0-<10%, shell 50-<90%, macroalgae 0-<10%",KBAY_2017_07_09_GOPRO_027_clip_27.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2017_27,-25.11388206,1
2,7/12/2016 0:00,1:12 PM,-151.3743729,59.56662747,"mud, shell 0%",KBAY_2016_07_12_006_clip-2.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_6,KBAY_2016_07_12_006_clip-2.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7/12/2016 0:00,1:12 PM,-151.3743729,59.56662747,"mud, shell 0%",KBAY_2016_07_12_006_clip-2.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_6,-99.41085052,0
7,7/11/2016 0:00,9:54 AM,-151.8758342,59.44438272,"mud, shell 90-100%",KBAY_2016_07_11_037_clip-1.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_37,KBAY_2016_07_11_037_clip-1.mp4,0,40,20,0,20,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,7/11/2016 0:00,9:54 AM,-151.8758342,59.44438272,"mud, shell 90-100%",KBAY_2016_07_11_037_clip-1.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_37,-49.36421204,0
9,7/11/2016 0:00,9:41 AM,-151.8565251,59.45974804,"mud, shell 90-100%",KBAY_2016_07_11_051_clip-2.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_51,KBAY_2016_07_11_051_clip-2.mp4,0,10,70,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,7/11/2016 0:00,9:41 AM,-151.8565251,59.45974804,"mud, shell 90-100%",KBAY_2016_07_11_051_clip-2.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_51,-61.06048203,0
10,7/13/2016 0:00,9:23 AM,-151.6846742,59.53059784,"mud, shell 0-<10%",KBAY_2016_07_13_052_clip-3.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_52,KBAY_2016_07_13_052_clip-3.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7/13/2016 0:00,9:23 AM,-151.6846742,59.53059784,"mud, shell 0-<10%",KBAY_2016_07_13_052_clip-3.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_52,-87.18121338,0
12,7/12/2016 0:00,9:57 AM,-151.6584873,59.53445399,"mud, shell 0%",KBAY_2016_07_12_067_clip-4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_67,KBAY_2016_07_12_067_clip-4.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,7/12/2016 0:00,9:57 AM,-151.6584873,59.53445399,"mud, shell 0%",KBAY_2016_07_12_067_clip-4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_67,-86.5452652,0
17,7/13/2016 0:00,11:57 AM,-151.7517343,59.56238599,"mud, shell 0-<10%",KBAY_2016_07_13_095_clip-5.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_95,KBAY_2016_07_13_095_clip-5.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7/13/2016 0:00,11:57 AM,-151.7517343,59.56238599,"mud, shell 0-<10%",KBAY_2016_07_13_095_clip-5.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_95,-79.88685608,0
29,7/13/2016 0:00,11:25 AM,-151.7798019,59.54512661,"sand, shell 0-<10%",KBAY_2016_07_13_137_clip-6.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_137,KBAY_2016_07_13_137_clip-6.mp4,0,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7/13/2016 0:00,11:25 AM,-151.7798019,59.54512661,"sand, shell 0-<10%",KBAY_2016_07_13_137_clip-6.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_137,-63.48690796,0
32,7/11/2016 0:00,2:47 PM,-151.9036472,59.40498248,"boulder/cobble/gravel 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2016_07_11_143_clip-7.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_143,KBAY_2016_07_11_143_clip-7.mp4,50,0,10,0,20,20,0,10,30,0,30,0,0,0,0,0,2,1,0,0,0,0,0,0,32,7/11/2016 0:00,2:47 PM,-151.9036472,59.40498248,"boulder/cobble/gravel 50-<90%, shell 10-<50%, macroalgae 50-<90%",KBAY_2016_07_11_143_clip-7.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2016_143,-17.49378395,0
33,7/18/2016 0:00,1:22 PM,-151.3378961,59.43266935,"mud, shell 0-<10%",KBAY_2016_07_18_GOPR0_146_clip-8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_146,KBAY_2016_07_18_GOPR0_146_clip-8.mp4,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7/18/2016 0:00,1:22 PM,-151.3378961,59.43266935,"mud, shell 0-<10%",KBAY_2016_07_18_GOPR0_146_clip-8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_146,-64.0295639,0
43,7/11/2016 0:00,2:58 PM,-151.8917638,59.41317162,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2016_07_11_181_clip-9.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - <100%,PC11, , , , , , , , ,2016_181,KBAY_2016_07_11_181_clip-9.mp4,100,0,0,0,0,0,0,70,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7/11/2016 0:00,2:58 PM,-151.8917638,59.41317162,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2016_07_11_181_clip-9.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - <100%,PC11, , , , , , , , ,2016_181,-8.236539841,0
